Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,GRI 2: General Disclosures 2021,2-3,"Reporting period, frequency and contact point","a. specify the reporting period for, and the frequency of, its sustainability reporting;

b. specify the reporting period for its financial reporting and, if it does not align with the period for its sustainability reporting, explain the reason for this;

c. report the publication date of the report or reported information;

d. specify the contact point for questions about the report or reported information.","a. The reporting period is 1 July 2022 to 30 June 2023. 2023 Sustainable Development Report - About this report (inside front cover); and 2023 Sustainability Databook - Home tab - Disclaimer

b. Financial and sustainability reporting periods are aligned. 2023 Annual Report - Financial Report (pages 104-167); and 2023 Annual Report - About this report (inside front cover)  

c. Publish dates are announced in our Exchange releases, available at www.south32.net

d. All questions relating to our Annual Reporting Suite can be directed to South32ESG@South32.net",,,,
,GRI 2: General Disclosures 2021,2-4,Restatements of information,"a, report restatements of information made from previous reporting periods and explain:
i. the reasons for the restatements;
ii. the effect of the restatements.
","a. Where relevant, restatements are disclosed in the footnotes of the relevant tables within the 2023 Sustainability Databook and respective reports.   ",,,,
,GRI 2: General Disclosures 2021,2-5,External assurance,"a. describe its policy and practice for seeking external assurance, including whether and how the highest governance body and senior executives are involved;

b. if the organisation’s sustainability reporting has been externally assured:
i. provide a link or reference to the external assurance report(s) or assurance statement(s);
ii. describe what has been assured and on what basis, including the assurance standards used, the level of assurance obtained, and any limitations of the assurance process;
iii. describe the relationship between the organisation and the assurance provider.","a. 2023 Sustainable Development Report - Sustainability reporting (page 18)

b. Refer to the Independent Assurance Report to the Directors of South32 Limited available in the 2023 Sustainability Databook - Assurance tab. 
",,,,
,GRI 2: General Disclosures 2021,2-6,"Activities, value chain and other business relationships","a. report the sector(s) in which it is active;

b. describe its value chain, including:
i. the organisation’s activities, products, services, and markets served;
ii. the organisation’s supply chain;
iii. the entities downstream from the organisation and their activities;

c. report other relevant business relationships;

d. describe significant changes in 2-6-a, 2-6-b, and 2-6-c compared to the previous
reporting period.","a. 2023 Sustainable Development Report - About us (page 4)

b. and d. 2023 Sustainable Development Report - Our business model (page 8-9); 2023 Sustainable Development Report - Where we operate (page 6-7); 2023 Sustainable Development Report - Responsible value chain (page 57-61); 2023 Annual Report - Where we operate (page 8-9); 2023 Annual Report - Our commodities (page 14-15); 2023 Modern Slavery Statement (page 8-9); and 2023 Sustainability Databook - Modern Slavery Statement metrics tab

c. and d. 2023 Annual Report - Financial and operational performance summary (page 38-62); and 2023 Sustainability Databook - Industry Associations tab; 2023 Sustainability Databook - Reporting boundaries tab
",,,,
,GRI 2: General Disclosures 2021,2-7,Employees,"a. report the total number of employees, and a breakdown of this total by gender and by region;

b. report the total number of:
i. permanent employees, and a breakdown by gender and by region;
ii. temporary employees, and a breakdown by gender and by region;
iii. non-guaranteed hours employees, and a breakdown by gender and by region;
iv. full-time employees, and a breakdown by gender and by region;
v. part-time employees, and a breakdown by gender and by region;

c. describe the methodologies and assumptions used to compile the data, including whether the numbers are reported:
i. in head count, full-time equivalent (FTE), or using another methodology;
ii. at the end of the reporting period, as an average across the reporting period, or using another methodology;

d. report contextual information necessary to understand the data reported under 2-7-a and 2-7-b;

e. describe significant fluctuations in the number of employees during the reporting period and between reporting periods.","a. and b. 2023 Sustainability Databook - People and culture tab

c. Data measured as headcount for direct South32 employees only, as at 30 June 2023. 

d. and e. contextual information and year on year fluctuations are detailed in the footnotes as appropriate in the 2023 Sustainability Databook - People and culture tab. ",,,,
,GRI 2: General Disclosures 2021,2-8,Workers who are not employees,"a. report the total number of workers who are not employees and whose work is controlled by the organisation and describe:
i. the most common types of worker and their contractual relationship with the organisation;
ii. the type of work they perform;

b. describe the methodologies and assumptions used to compile the data, including whether the number of workers who are not employees is reported:
i. in head count, full-time equivalent (FTE), or using another methodology;
ii. at the end of the reporting period, as an average across the reporting period, or using another methodology;

c. describe significant fluctuations in the number of workers who are not employees during the reporting period and between reporting periods.",,All requirements are omitted,Information unavailable / incomplete,Information on our contractor workforce composition is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.,
,Governance,,,,,,,,
,GRI 2: General Disclosures 2021,2-9,Governance structure and composition,"a. describe its governance structure, including committees of the highest governance body;

b. list the committees of the highest governance body that are responsible for decision making on and overseeing the management of the organisation’s impacts on the economy, environment, and people;

c. describe the composition of the highest governance body and its committees by:
i. executive and non-executive members;
ii. independence;
iii. tenure of members on the governance body;
iv. number of other significant positions and commitments held by each member, and the nature of the commitments;
v. gender;
vi. under-represented social groups;
vii. competencies relevant to the impacts of the organisation;
viii. stakeholder representation.","a. 2023 Corporate Governance Statement - Our corporate governance framework (page 4);

b. 2023 Corporate Governance Statement - Board Committees (page 8-11); and Sustainability Committee Terms of Reference available at www.south32.net

c. 2023 Corporate Governance Statement - Board structure, composition, appointments and education (page 12-16); 2023 Annual Report - Board of Directors (page 66-70); and 2023 Annual Report - Directors' Report (page 71-75)",,,,
,GRI 2: General Disclosures 2021,2-10,Nomination and selection of the highest governance body,"a. describe the nomination and selection processes for the highest governance body and its committees;

b. describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration:
i. views of stakeholders (including shareholders);
ii. diversity;
iii. independence;
iv. competencies relevant to the impacts of the organisation.",a. and b. 2032 Corporate Governance Statement - Director appointment process and Board renewal (page 16); and Board Charter available at www.south32.net,,,,
,GRI 2: General Disclosures 2021,2-11,Chair of the highest governance body,"a. report whether the chair of the highest governance body is also a senior executive in the organisation;

b. if the chair is also a senior executive, explain their function within the organisation’s management, the reasons for this arrangement, and how conflicts of interest are prevented and mitigated.","a. and b. Chair is an Independent Non-Executive Director. 2023 Corporate Governance Statement - Our Board (page 5); 2023 Annual Report - Board of Directors (page 66); and Board Charter available at www.south32.net


",,,,
,GRI 2: General Disclosures 2021,2-12,Role of the highest governance body in overseeing the management of impacts,"a. describe the role of the highest governance body and of senior executives in developing, approving, and updating the organisation’s purpose, value or mission statements, strategies, policies, and goals related to sustainable development;

b. describe the role of the highest governance body in overseeing the organisation’s due diligence and other processes to identify and manage the organisation’s impacts on the economy, environment, and people, including:
i. whether and how the highest governance body engages with stakeholders to support these processes;
ii. how the highest governance body considers the outcomes of these processes;

c. describe the role of the highest governance body in reviewing the effectiveness of the organisation’s processes as described in 2-12-b, and report the frequency of this review.","a. Board Charter available at www.south32.net; and 2023 Corporate Governance Statement - Our Board (page 5)

b. Board Charter available at www.south32.net; 2023 Corporate Governance Statement - Board Committees (page 8-11); 2023 Corporate Governance Statement - Engaging with our shareholders (page 21); 2023 Corporate Governance Statement - Communicating with our shareholders and other stakeholders (page 21); and 2023 Sustainable Development Report - Corporate Governance (page 17)

c. 2023 Corporate Governance Statement - Our Board's focus areas and activities in FY23 (page 6-7); 2023 Corporate Governance Statement - Board Committees (page 8-11); and 2023 Sustainable Development Report - Corporate Governance (page 17)",,,,
,GRI 2: General Disclosures 2021,2-13 ,Delegation of responsibility for managing impacts,"a. describe how the highest governance body delegates responsibility for managing the organisation's impacts on the economy, environment, and people, including:
i. whether it has appointed any senior executives with responsibility for the management of impacts;
ii. whether it has delegated responsibility for the management of impacts to other employees;

b. describe the process and frequency for senior executives or other employees to report back to the highest governance body on the management of the organisation’s impacts on the economy, environment, and people.",a. and b. 2023 Corporate Governance Statement - Our Board (page 5); 2023 Corporate Governance Statement - Our Lead Team (page 6); 2023 Corporate Governance Statement - Board Committees (page 8-11); and 2023 Sustainable Development Report - Corporate Governance (page 17); Board Charter available at www.south32.net; and Sustainability Committee Terms of Reference available at www.south32.net,,,,
,GRI 2: General Disclosures 2021,2-14 ,Role of the highest governance body in sustainability reporting,"a. report whether the highest governance body is responsible for reviewing and approving the reported information, including the organisation’s material topics, and if so, describe the process for reviewing and approving the information;

b. if the highest governance body is not responsible for reviewing and approving the reported information, including the organisation’s material topics, explain the reason for this.",a. and b. 2023 Sustainable Development Report - Corporate Governance (page 17); 2023 Corporate Governance Statement - Board Committees (page 8-11); Sustainability Committee Terms of Reference available at www.south32.net,,,,
,GRI 2: General Disclosures 2021,2-15 ,Conflicts of interest,"a. describe the processes for the highest governance body to ensure that conflicts of interest are prevented and mitigated;

b. report whether conflicts of interest are disclosed to stakeholders, including, at a minimum, conflicts of interest relating to:
i. cross-board membership;
ii. cross-shareholding with suppliers and other stakeholders;
iii. existence of controlling shareholders;
iv. related parties, their relationships, transactions, and outstanding balances.","a. 2023 Corporate Governance Statement - Conflicts of interest (page 19); 
Board Charter available at www.south32.net; and Code of Business Conduct (and Speak Up Policy) available at www.south32.net

b. 2023 Annual Report - Board of Directors (page 66-70); and 2023 Annual Report - Financial Report - Note 29. Related party transactions (page 161)",,,,
,GRI 2: General Disclosures 2021,2-16 ,Communication of critical concerns,"a. describe whether and how critical concerns are communicated to the highest governance body;

b. report the total number and the nature of critical concerns that were communicated to the highest governance body during the reporting period.","a. 2023 Corporate Governance Statement - Our commitment to act ethically, responsibly and lawfully (page 18-19); and 2023 Sustainable Development Report - Ethics and business integrity (page 49-51). ",b. total number and the nature of critical concerns that were communicated to the highest governance body during the reporting period,Confidentiality constraints,"A Business Integrity and Workplace Behaviour Report is provided to the RAC on a bi-annual basis, which includes a summary of all material business conduct cases active during the relevant period.

The total number and nature of material business conduct cases reported to our highest governance body is currently limited by confidentiality constraints. We are working to improve our transparency and aim to improve our disclosures in future years.",
,GRI 2: General Disclosures 2021,2-17 ,Collective knowledge of the highest governance body,"a. report measures taken to advance the collective knowledge, skills, and experience of the highest governance body on sustainable development.","a. 2023 Corporate Governance Statement - Climate change governance (page 11); and 2023 Corporate Governance Statement - Board structure, composition, appointments, and education (page 12-16)",,,,
,GRI 2: General Disclosures 2021,2-18 ,"Evaluation of the performance of the
highest governance body","a. describe the processes for evaluating the performance of the highest governance body in overseeing the management of the organisation’s impacts on the economy, environment, and people;

b. report whether the evaluations are independent or not, and the frequency of the evaluations;

c. describe actions taken in response to the evaluations, including changes to the composition of the highest governance body and organisational practices.","a., b. and c.  2023 Corporate Governance Statement - Evaluating Board performance (page 16-17); ",,,,
,GRI 2: General Disclosures 2021,2-19 ,Remuneration policies,"a. describe the remuneration policies for members of the highest governance body and senior executives, including:
i. fixed pay and variable pay;
ii. sign-on bonuses or recruitment incentive payments;
iii. termination payments;
iv. clawbacks;
v. retirement benefits;

b. describe how the remuneration policies for members of the highest governance body and senior executives relate to their objectives and performance in relation to the management of the organisation’s impacts on the economy, environment, and people",a. and b. 2023 Annual Report - Remuneration report (page 78-103),,,,
,GRI 2: General Disclosures 2021,2-20 ,Process to determine remuneration,"a. describe the process for designing its remuneration policies and for determining remuneration, including:
i. whether independent highest governance body members or an independent remuneration committee oversees the process for determining remuneration;
ii. how the views of stakeholders (including shareholders) regarding remuneration are sought and taken into consideration;
iii. whether remuneration consultants are involved in determining remuneration and, if so, whether they are independent of the organisation, its highest governance body and senior executives;

b. report the results of votes of stakeholders (including shareholders) on remuneration policies and proposals, if applicable.","a. 2023 Annual Report - Remuneration report (page 78-103)

b. 2023 Annual General Meeting 27 October 2022 results of meeting, available at www.south32.net

",,,,
,GRI 2: General Disclosures 2021,2-21 ,Annual total compensation ratio,"a. report the ratio of the annual total compensation for the organisation’s highest-paid individual to the median annual total compensation for all employees (excluding the highest-paid individual);

b. report the ratio of the percentage increase in annual total compensation for the organisation’s highest-paid individual to the median percentage increase in annual total compensation for all employees (excluding the highest-paid individual);

c. report contextual information necessary to understand the data and how the data has been compiled.","a., and c. 2023 Annual Report - Remuneration report (page 82); and 2023 Sustainability Databook - People and Culture tab",b. ratio of the percentage increase in annual total compensation for the organisation’s highest-paid individual to the median percentage increase in annual total compensation for all employees (excluding the highest-paid individual);,Information unavailable / incomplete,"Ratio of the percentage increase in annual total compensation for the organisation’s highest-paid individual to the median percentage increase in annual total compensation for all employees, is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,"Strategy, policies and practices",,,,,,,,
,GRI 2: General Disclosures 2021,2-22 ,Statement on sustainable development strategy,a. report a statement from the highest governance body or most senior executive of the organisation about the relevance of sustainable development to the organisation and its strategy for contributing to sustainable development.,2023 Sustainable Development Report - From the CEO (page 10-11),,,,
,GRI 2: General Disclosures 2021,2-23 ,Policy commitments,"a. describe its policy commitments for responsible business conduct, including:
i. the authoritative intergovernmental instruments that the commitments reference;
ii. whether the commitments stipulate conducting due diligence;
iii. whether the commitments stipulate applying the precautionary principle;
iv. whether the commitments stipulate respecting human rights;

b. describe its specific policy commitment to respect human rights, including:
i. the internationally recognized human rights that the commitment covers;
ii. the categories of stakeholders, including at-risk or vulnerable groups, that the organisation gives particular attention to in the commitment;

c. provide links to the policy commitments if publicly available, or, if the policy commitments are not publicly available, explain the reason for this;

d. report the level at which each of the policy commitments was approved within the organisation, including whether this is the most senior level;

e. report the extent to which the policy commitments apply to the organisation’s activities and to its business relationships;

f. describe how the policy commitments are communicated to workers, business partners, and other relevant parties.","a. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51); 2023 Annual Report - Risk Management (page 28-37); 2023 Corporate Governance Statement - Our commitment to act ethically, responsibly, and lawfully (page 18-19); Our Code of Business Conduct, Our Approach to Human Rights and our Risk Management Framework available at www.south32.net

b. 2023 Sustainable Development Report - Human rights (page 52-56); our Sustainability Policy, Inclusion and Diversity Policy, Anti-Bribery and Corruption Policy, Our Code of Business Conduct, Our Approach to Human Rights, Our Approach to Tailings Management, Our Approach to Water Stewardship, Our Approach to Cultural Heritage, and Our Approach to Indigenous, Traditional and Tribal Peoples Engagement available at www.south32.net

c. Our Code of Business Conduct, Sustainability Policy, Inclusion and Diversity Policy, Anti-Bribery and Corruption Policy and 'Our Approach' documents are available at www.south32.net

d. Our Code of Business Conduct, Sustainability Policy and Our Approach to Tailings Management is approved by the Board. Our other 'Approach' documents are approved by our Chief Executive Officer (CEO). 2023 Corporate Governance Statement - Our  commitment to act ethically, responsibly, and lawfully (page 18-19); 2023 Sustainable Development Report - Our sustainability approach (page 18); 'Our Approach' documents are available at www.south32.net

e. Our Code of Business Conduct and Sustainability Policy applies to our employees, Directors and executive management, contractors, suppliers and joint venture partners acting on our behalf in a South32 controlled or operated joint venture. 'Our Approach' documents apply to all Directors, management, employees, contractors and third parties who act on behalf of South32. We endeavour to influence our non-operated joint ventures to support the adoption of standards of conduct consistent with ours, as
relevant within the limits of the joint venture arrangements.

f. 2023 Sustainable Development Report - Ethics and Business Integrity (page 49-51); and 2023 Sustainable Development Report - Human rights (page 52-56). 'Our Approach' documents are made available internally on our intranet and externally at www.south32.net
",,,,
,GRI 2: General Disclosures 2021,2-24 ,Embedding policy commitments,"a. describe how it embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships, including:
i. how it allocates responsibility to implement the commitments across different levels within the organisation;
ii. how it integrates the commitments into organisational strategies, operational policies, and operational procedures;
iii. how it implements its commitments with and through its business relationships;
iv. training that the organisation provides on implementing the commitments.","a. Our Sustainability Policy is supported by a series of topic specific 'Our Approach’ documents which outline topic commitments, principles to manage the commitments and our management approach related to each topic. This year we have developed Our Approach to Indigenous, Traditional and Tribal Peoples Engagement, updated Our Approach to Human Rights (published in 2021) and updated Our Approach to
Tailings Management (published in 2019) in alignment with the Global Industry Standard on Tailings Management (GISTM) requirements. We also updated Our Approach to Water Stewardship (published
in 2019) and developed an updated global Our Approach to Cultural Heritage. These documents are supported by internal standards and procedures, and we are working on developing other approach
documents to cover additional material sustainability topics.

Our 'Approach' documents include a section on Governance, which describes our Board and Sustainability Committee's role and overall management accountability for each topic.

2023 Sustainable Development Report - Ethics and business integrity (page 49-51); 2023 Corporate Governance Statement - Our commitment to act ethically, responsibly, and lawfully (page 18-19); and 2023 Sustainable Development Report - Our sustainability approach (page 12-18). Refer to www.south32.net for 'Our Approach' documents. ",,,,
,GRI 2: General Disclosures 2021,2-25 ,Processes to remediate negative impacts,"a. describe its commitments to provide for or cooperate in the remediation of negative impacts that the organisation identifies it has caused or contributed to;

b. describe its approach to identify and address grievances, including the grievance mechanisms that the organisation has established or participates in;

c. describe other processes by which the organisation provides for or cooperates in the remediation of negative impacts that it identifies it has caused or contributed to;

d. describe how the stakeholders who are the intended users of the grievance mechanisms are involved in the design, review, operation, and improvement of these mechanisms;

e. describe how the organisation tracks the effectiveness of the grievance mechanisms and other remediation processes, and report examples of their effectiveness, including stakeholder feedback.","a. and c. Code of Business Conduct and Speak Up Policy, our Sustainability Policy, Our Approach to Human Rights, and Our Approach Water Stewardship available at www.south32.net; and 2023 Sustainable Development Report - Partnering with communities (page 35-40), Human rights (page 52-56), Biodiversity (page 68-73), Waste, contamination and other emissions (page 78-82)

b. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51), Partnering with communities (page 35-40); and Code of Business Conduct and Speak Up Policy, and Our Approach to Human Rights available at www.south32.net

d. Code of Business Conduct and Speak Up Policy available at www.south32.net

e. 2023 Corporate Governance Statement - Our commitment to act ethically, responsibly, and lawfully (page 18-19); our Code of Business Conduct and Speak Up Policy, and Our Approach to Human Rights available at www.south32.net",,,,
,GRI 2: General Disclosures 2021,2-26 ,Mechanisms for seeking advice and raising concerns,"a. describe the mechanisms for individuals to:
i. seek advice on implementing the organisation’s policies and practices for responsible business conduct;
ii. raise concerns about the organisation’s business conduct.","a. Code of Business Conduct (and Speak Up Policy) available at www.south32.net; 2023 Sustainable Development Report - Ethics and business integrity (page 49-51); and 2023 Corporate Governance Statement - Our  commitment to act ethically, responsibly, and lawfully (page 18)",,,,
,GRI 2: General Disclosures 2021,2-27 ,Compliance with laws and regulations,"a. report the total number of significant instances of non-compliance with laws and regulations during the reporting period, and a breakdown of this total by:
i. instances for which fines were incurred;
ii. instances for which non-monetary sanctions were incurred;

b. report the total number and the monetary value of fines for instances of noncompliance with laws and regulations that were paid during the reporting period, and a breakdown of this total by:
i. fines for instances of non-compliance with laws and regulations that occurred in the current reporting period;
ii. fines for instances of non-compliance with laws and regulations that occurred in previous reporting periods;

c. describe the significant instances of non-compliance;

d. describe how it has determined significant instances of non-compliance.","a., b., c. and d. 2023 Sustainability Databook - Ethics and business integrity tab",,,,
,GRI 2: General Disclosures 2021,2-28 ,Membership associations,"a. report industry associations, other membership associations, and national or international advocacy organisations in which it participates in a significant role.",a. 2023 Sustainability Databook - Industry associations tab; 2023 Sustainable Development Report - Addressing climate change (page 116); and Industry Associations available at www.south32.net,,,,
,Stakeholder engagement,,,,,,,,
,GRI 2: General Disclosures 2021,2-29 ,Approach to stakeholder engagement,"a. describe its approach to engaging with stakeholders, including:
i. the categories of stakeholders it engages with, and how they are identified;
ii. the purpose of the stakeholder engagement;
iii. how the organisation seeks to ensure meaningful engagement with stakeholders.",a. 2023 Sustainability Databook - Stakeholder engagement tab; and 2023 Sustainable Development Report - Stakeholders and collaboration (page 15),,,,
,GRI 2: General Disclosures 2021,2-30 ,Collective bargaining agreements,"a. report the percentage of total employees covered by collective bargaining agreements;

b. for employees not covered by collective bargaining agreements, report whether the organisation determines their working conditions and terms of employment based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other organisations.","2023 Sustainability Databook - People and culture tab

b. Employees not covered by collective bargaining agreements are provided contracts of employment compliant with the statutory obligations of each jurisdiction.",,,,
,,,,,,,,,
,GRI 3: Material Topics 2021,,,,,,,,
,,,,,,OMISSION,,,
,Standard,Disclosure title,,Disclosure requirements,Reference location or explanation,Requirements omitted,Reason,Explanation,
,GRI 3: Material Topics 2021,3-1 ,Process to determine material topics,"a. describe the process it has followed to determine its material topics, including:
i. how it has identified actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights, across its activities and business relationships;
ii. how it has prioritized the impacts for reporting based on their significance;

b. specify the stakeholders and experts whose views have informed the process of determining its material topics.","a. and b. 2023 Sustainable Development Report - About this report (inside front cover),  Materiality assessment (page 16) and Sustainability reporting (page 18)",,,,
,GRI 3: Material Topics 2021,3-2 ,List of material topics,"a. list its material topics;

b. report changes to the list of material topics compared to the previous reporting period.","a. 2023 Sustainable Development Report - Our sustainability approach (page 13 and 16); 

b. 2023 Sustainable Development Report - About this report (inside front cover); and 2023 Sustainable Development Report - Materiality assessment (page 16)",,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).",Response to GRI 3-3 is provided for each material topic within the material topic-specific disclosures index below.,,,,
,,,,,,,,,
,Material Topic-Specific Disclosures,,,,,,,,
,,,,,,OMISSION,,,
,Standard,Disclosure title,,Disclosure requirements,Reference location or explanation,Requirements omitted,Reason,Explanation,
,Health and safety ,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e., and f. 2023 Sustainable Development Report - Health and safety (page 20-27); our Code of Business Conduct (and Speak Up Policy), and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-1,Occupational health and safety management system,"a. a statement of whether an occupational health and safety management system has been implemented, including whether:
i. the system has been implemented because of legal requirements and, if so, a list of the requirements;
ii. the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines.

b. a description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.",a. and b. 2023 Sustainable Development Report - Health and safety (page 20-27); 2023 Sustainability Databook - Health and safety tab; and Health and Safety available at www.south32.net,,,,
,GRI 403: Occupational Health and Safety 2018,403-2,"Hazard identification, risk assessment, and incident investigation ","a. a description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including:
i. how the organisation ensures the quality of these processes, including the competency of persons who carry them out;
ii. how the results of these processes are used to evaluate and continually improve the occupational health and safety management system.

b. a description of the processes for workers to report work-related hazards and hazardous situations, and an explanation of how workers are protected against reprisals.

c. a description of the policies and processes for workers to remove themselves from work situations that they believe could cause injury or ill health, and an explanation of how workers are protected against reprisals.

d. a description of the processes used to investigate work-related incidents, including the processes to identify hazards and assess risks relating to the incidents, to determine corrective actions using the hierarchy of controls, and to determine improvements needed in the occupational health and safety management system.","a., b., c. and d. 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-3,Occupational health services,"a. a description of the occupational health services’ functions that contribute to the identification and elimination of hazards and minimization of risks, and an explanation of how the organisation ensures the quality of these services and facilitates workers’ access to them.","2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-4,"Worker participation, consultation and communication on occupational health and safety","a. a description of the processes for worker participation and consultation in the development, implementation, and evaluation of the occupational health and safety management system, and for providing access to and communicating relevant information on occupational health and safety to workers.

b. where formal joint management-worker health and safety committees exist, a description of their responsibilities, meeting frequency, decision-making authority, and whether and, if so, why any workers are not represented by these committees.","a. and b., 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-5,Worker training on occupational health and safety,"a. a description of any occupational health and safety training provided to workers, including generic training as well as training on specific work-related hazards, hazardous activities, or hazardous situations.","2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-6,Promotion of worker health,"a. an explanation of how the organisation facilitates workers’ access to non-occupational medical and healthcare services, and the scope of access provided.

b. a description of any voluntary health promotion services and programs offered to workers to address major non-work-related health risks, including the specific health risks addressed, and how the organisation facilitates workers’ access to these services and programs.","a. and b. 2023 Sustainable Development Report - Health and safety (page 20-27); and Health and Safety available at www.south32.net

",,,,
,GRI 403: Occupational Health and Safety 2018,403-7,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,"a. a description of the organisation’s approach to preventing or mitigating significant negative occupational health and safety impacts that are directly linked to its operations, products, or services by its business relationships, and the related hazards and risks.",2023 Sustainable Development Report - Health and safety (page 20-27); Health and Safety available at www.south32.net; Sustainability and Business Conduct - Minimum Supplier Requirements at www.south32.net; and 2023 Sustainable Development Report - Responsible value chain (page 57-61),,,,
