Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,Fatalities from health incidents – contractors,-,-,-,-,-,,
,"Fatality frequency (per 1,000,000 hours worked) – contractors(1)",0,0.1,0,0,0,,
,,,,,,,,
,"(1) Incidents are included where South32 controls the work location or controls the work activity.
(2) To convert frequency rates to 200,000 hours, divide by 1,000,000 and multiply the result by 200,000. 
(3) In November 2022, we were devastated by the loss of two of our colleagues, Mr. Cristovão Alberto Tonela and Mr. Alfredo Francisco Domingos João, who were fatally injured in an incident while undertaking maintenance work on a raising girder at Mozal Aluminium.",,,,,,,
,,,,,,,,
,Recordable injuries(1) ,FY23,FY22,FY21,FY20,FY19,,
,Total recordable injuries – total,220,182,210,225,263,,
,"Total recordable injury frequency (TRIF) (per 1,000,000 hours worked) – total(2)",5.865985533783255,5.3,4.3(3),4.2,4.5,,
,Total recordable injuries – employees,102,86,109,114,130,,
,"Total recordable injury frequency (TRIF) (per 1,000,000 hours worked) – employees(2)",5.6,5,4.6,4.3,4.7,,
,Total recordable injuries – contractors,118,96,101,111,133,,
,"Total recordable injury frequency (TRIF) (per 1,000,000 hours worked) – contractors(2)",6.205026376357671,5.7,4.1,4.1,4.4,,
,,,,,,,,
,"(1) Incidents are included where South32 controls the work location or controls the work activity. Recordable injuries include injuries that result in medical treatment, restricted work or lost time.  
(2) To convert frequency rates to 200,000 hours, divide by 1,000,000 and multiply the result by 200,000. This conversion represents the All Injury Frequency Rate.
(3) Our FY21 adjusted baseline is 6.0, which excludes South Africa Energy Coal (SAEC) and Tasmanian Electro Metallurgical Coal (TEMCO) following their divestment from the portfolio. ",,,,,,,
,,,,,,,,
,Lost time injury frequency (LTIF)(1),FY23,FY22,FY21,FY20,FY19,,
,"Total lost time injury frequency (LTIF) (per 1,000,000 hours worked) – total",1.4,2,1.7,1.6,1.7,,
,"Total lost time injury frequency (LTIF) (per 1,000,000 hours worked) – employees",1.5,2.2,2.2,1.6,1.6,,
,"Total lost time injury frequency (LTIF) (per 1,000,000 hours worked) – contractors",1.3,1.8,1.3,1.5,1.7,,
,,,,,,,,
,(1) Incidents are included where South32 controls the work location or controls the work activity. Lost time injuries include injuries that result in one or more lost work day after the day of the event.,,,,,,,
,,,,,,,,
,Recordable illnesses(1),FY23,FY22,FY21,FY20,FY19,,
,Total recordable occupational illness – total,48,47(2),53(2),79,73,,
,"Total recordable illness frequency (TRILF) (per 1,000,000 hours worked) – total",1.3,1.4(2),1.1,1.5,1.3,,
,Total recordable occupational illness – employees,32,35(2),38,64,56,,
,"Total recordable illness frequency (TRILF) (per 1,000,000 hours worked) – employees",1.7,2.0(2),1.6,2.4,2,,
,Total recordable occupational illness – contractors,16,12,15(2),15,17,,
,"Total recordable illness frequency (TRILF) (per 1,000,000 hours worked) – contractors",0.8,0.7,0.6,0.5,0.6,,
,,,,,,,,
,"(1) Incidents are included where South32 controls the work location or controls the work activity. Recordable illnesses include illnesses that result in medical treatment, restricted work or lost time.  
(2) In FY22 an additional two illnesses have been recorded and restated, and one additional illness was reported and restated in FY21. The nature of illnesses can result in prolonged diagnosis.",,,,,,,
,,,,,,,,
,Recordable illnesses by illness type(1),FY23,FY22,FY21,FY20,FY19,,
,Chronic Obstructive Pulmonary Disease (COPD) and Asthma,-,-,-,-,6,,
,Coal Worker Pneumoconiosis,-,-,-,-,1,,
,Dermatitis or Eczema,-,-,-,1,1,,
,Infectious and Parasitic Diseases,-,-,-,1,4,,
,Musculoskeletal Occupational Illness,34,35,35,37,31,,
,Noise Induced Hearing Loss (NIHL),4,5,7,14,17,,
,Other Diseases or Disorders(2),9,6,11,25,9,,
,Poisoning and Toxic Effect,1,1,0,1,4,,
,Total recordable illnesses,48,47,53,79,73,,
,,,,,,,,
,"(1) Illness categories reflect the key illness types prevalent to our business.  
(2) In FY23 'Other diseases or disorders' included infections, heat stress and dehydration, skin disease and eye disorders. ",,,,,,,
,,,,,,,,
,Significant events,FY23,FY22,FY21,FY20,FY19,,
,Total actual significant events(1),1,1,1,1,1,,
,Total potential significant events(2),269,203,287,331,297,,
,,,,,,,,
,"(1) Total actual significant events result in an actual severity level 4 or greater health, safety, environment and community impact and includes injury or illness, environmental, equipment damage and community impacts.
(2) Total potential significant events result in a potential severity level 4 or greater, and an actual severity level 3 or lower for health, safety, environment and community impacts and includes injury or illness, environmental, equipment damage and community impacts.",,,,,,,
,,,,,,,,
,Top five risk categories for actual and potential significant events reported(1),FY23,,,,,,
,Dropped and falling objects,32,,,,,,
,Electrocution,25,,,,,,
,Falls from height,15,,,,,,
,Light vehicles and mobile equipment,70,,,,,,
,Airborne Contaminants & Hazardous Substances,18,,,,,,
,Total actual and potential significant events reported against these categories,160,,,,,,
,,,,,,,,
,(1) Risk categories provided represent the top five contributors for actual and potential significant events reported during the financial year. ,,,,,,,
,,,,,,,,
,Near miss and hazard frequency,FY23,FY22,FY21,FY20,FY19,,
,"Total potential significant near miss frequency (per 1,000,000 hours worked)(1)",6.2,4.8,4.9,5.1,4,,
,"Total significant hazards frequency (per 1,000,000 hours worked)(2)",91.6,72,41,25,-,,
,,,,,,,,
,"(1) A near miss is an event that does not result in any injury, illness, damage, or other loss but had the clear potential to do so. Energy exchange is not a requirement, thus when a rule or control is breached it would be considered a near miss if it had a clear potential to result in undesirable consequences.
(2) A hazard is something that has the potential to cause harm, ill health or injury, or damage to property, plant, or the environment.",,,,,,,
