Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
45,,,,Terrestrial,DPA,Cumberland Plain Woodland Offset/VS6 Offset,,,Contains portions of,Designated Environmental Offset,National,IV,,8.9,
46,,,,Terrestrial,DPA,Dharawal National Park,,,Adjacent to,National Park,National,II,,-,
47,,,,Terrestrial,DPA,Illawarra Escarpment State Conservation Area,,,Adjacent to,State Conservation Area,National,VI,,-,
48,,,,Terrestrial,DPA,WaterNSW Special Area,,,In the area,Special Area - Drinking Water Catchment,National,VI,,1001,
49,,,,Terrestrial,DPA,Nepean River Biodiversity Stewardship Site,,,Contains portions of,Biodiversity Stewardship Agreement,National,IV,,67.41,
50,,,,Terrestrial,DPA,Persoonia hirsuta Offset,,,Contains portions of,Designated Environmental Offset,National,IV,,18.4,
51,,,,Terrestrial,DPA,Cataract River Biodiversity Stewardship Site,,,Contains portions of,Biodiversity Stewardship Agreement,National,IV,,8.53,
52,,Worsley Alumina,Extractive/\nManufacturing,Terrestrial,HCVA,Tunnel Road Heath area and heath vegetation types,,,In the area,Recognised internally and by the government agency,Not Applicable,Not Applicable,386120,245,
53,,,,Terrestrial,HCVA,Wandoo Woodland,,,In the area,Recognised internally and by the government agency,Not Applicable,Not Applicable,,337,
54,,,,Terrestrial,HCVA,Old Growth Forest,,,In the area,Recognised internally and by the government agency,Not Applicable,Not Applicable,,62,
55,,,,Terrestrial,HCVA,Unique Flora Habitats,,,In the area,Recognised internally and by the government agency,Not Applicable,Not Applicable,,119,
56,,Colombia,,,,,,,,,,,,,
57,,Cerro Matoso,Extractive/\nManufacturing,Terrestrial,DPA,Parque Natural Nacional Paramillo,,,Adjacent to,Designated,National,II,4140,-,
58,,,,Terrestrial,DPA,Reserva Natural de la Sociedad Civil Santa Fe,,,Adjacent to,Designated,National,VI,,-,
59,,,,Terrestrial,DPA,Reserva Natural de la Sociedad Civil Santa Isabel,,,Adjacent to,Designated,National,VI,,-,
60,,,,Terrestrial,DPA,Reserva Forestal Protectora Regional SerranÃÂ¬a del Pinche,,,In the area,Designated,National,VI,,334,
61,,,,Terrestrial,DPA,Parque Nacional Natural Munchique,,,Adjacent to,Designated,National,II,,-,
62,,,,Freshwater,DPA,Del Complejo de Humedadeles de Ayapel,,,Adjacent to,Designated,National,VI,,-,
64,,"(1) Extractive is defined as mining, exploration, and closure activities relating to mining, including transportation. \n Manufacturing / production includes pastoral activities, refineries and other locations where products are made. Some operated assets may include both. \n(2) Designated Protected Area (DPA) or High Conservation Value Area (HCVA).\n(3) In the Area = The entire operated asset occurs within the DPA / HCVA boundary or the entire DPA / HCVA site occurs within the boundary of the operated asset. \n Adjacent to = The operated asset occurs within 500 metres of the boundary. \n Contains portions of = The operated asset contains some but not all of the DPA / HCVA site or the DPA / HCVA site contains some but not all of the operated asset.\n(4) IUCN categories include: Ia = strict nature reserve; Ib = wilderness area; II = national park; III = natural monument or feature; IV = habitat or species management area; V = protected landscape or seascape; VI = protected area with sustainable use of natural resources. \n(5) Size of the operational site reflects the total landholdings for the operation.",,,,,,,,,,,,,
66,,Environmental incidents,,,,,,,,,,,,,
67,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,
68,,Significant environmental incidents,-,-,-,-,1(1),,,,,,,,
70,,"(1) In FY19, we had one significant environment event which occurred at Worsley Alumina. The event related to detection of dieback infestation (an infection which impacts native trees in Western Australia) in an area of site that contains a number of threatened species.",,,,,,,,,,,,,
