Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,"No. of suppliers assessed (desktop review, based on documented evidence provided by 
the supplier - EcoVadis ScoreCard)",156,133,58,,
,No. of independent audits completed,16,11,14(2),6,5
,No. of countries where audits were completed,6,4,8,Not available,Not available
,Levels of supply chain audited,Direct suppliers and sub-suppliers,Direct suppliers,Direct suppliers,Direct suppliers and sub-suppliers,Direct suppliers
,Key human rights and labour risks identified during independent audits," - excessive overtime and lack of monitoring of 
   systems for overtime. 
 - poor employee policies (Human Resources and 
   safety) and lack of worker awareness of these 
   policies
 - inadequate grievance and redress mechanisms.
 - lack of overall policies in regards to Human Rights 
   and Modern Slavery internally in the organisation ","  - poor pay practices 
  - excessive overtime
  - poor employee policies and lack of worker 
    awareness
    of these policies
  - labour management systems policies, procedures 
    and performance
  - inadequate grievance and redress mechanisms","  - poor pay practices
  - excessive overtime
  - poor employee policies and lack of worker 
    awareness of these policies
  - labour management systems policies, procedures
    and performance; and
  - inadequate grievance and redress mechanisms.
 
","  - poor pay practices
  - excessive overtime
  - inadequate rest days
  - workers not understanding employee contract or 
    employee payment terms, freedom of association,
  - failure for suppliers to align their management 
    system with South32 Code of Business Conduct
  - unlawful discipline procedures
  - inadequate grievance and redress mechanisms
","  - potential for excessive overtime
  - inadequate rest days
  - workers not understanding employee contract and 
    employee payment terms
  - risk of inadequate access to sufficient drinking water 
  - inadequate supplier social and labour policies and 
    procedures, including inadequate grievance    
    mechanisms
  - risks of discriminatory practices
  - inequalities faced by workers and harassment
"
,No. of Vendor Development Plans (VDP),1,6,8,6,6
,Number of suppliers completed remedies required under their VDPs,1,7,Not available,Not available,Not available
,Number of suppliers terminated or restricted from business with South32 due to breach of minimum requirements (relating to labour rights or moderns slavery),-,Not available,Not available,Not available,Not available
,No. of Supplier Self Assessment Questionnaires (SAQs) completed,489,437,595,350,n/a (new FY20 process)
,No. of employees receiving modern slavery training,759,761,1105,1242,1000
,No. of supplier entities receiving modern slavery training,6,9,125,56,0
,No. of customers,195,212,217,>300,Not available
,No. countries where customers are located,32,31,37,41,Not available
,,,,,,
,"(1) Spend data does not include spend associated with (a) traded goods and services that are not used for operating costs (logistics and bulk raw materials are included in total spend); (b) purchasing/ credit cards which can only be used for low value transactions (under US$2,000 per month), time sensitive land tenement payment or regulatory permit or license applications and renewals; and (c) non-order invoice payments which are typically limited to regulatory payments, internal payments (including to internal companies and joint arrangement partners), donations, employee benefits, non-employee reimbursements, legal settlements, or payments to doctors, hospitals or for medical treatments.
(2) Includes six Enterprise Supplier Development modern slavery audits at our now divested South Africa Energy Coal (SAEC) asset.",,,,,
,,,,,,
,Top 10 Countries by spend volume,,,,,
,,,,,,
,High risk country,Number of suppliers used FY23,Percentage of total supplier spend (%),Verisk Maplecroft Modern Slavery Index rating(1),,
,Australia,2756,40.6,7.74 Low,,
,South Africa,1253,14.7,4.17 High,,
,USA,387,7.31,5.40 Medium,,
,Mozambique,196,6.96,3.60 High,,
,Singapore,36,3.56,6.55 Medium,,
,Brazil,98,3.1,2.93 High,,
,Colombia,574,2.4,4.21 High,,
,Norway,2,1.4,8.10 Low,,
,Germany,18,1.1,8.20 Low,,
,Netherlands,17,0.7,7.92 Low,,
,Percentage of South32 Total,,81.9,,,
,The sum of the categories may vary to the total figure due to rounding.,,,,,
,"(1) Verisk Maplecroft – Maplecroft Index scores are presented on a scale of 0–10, where 0 represents highest risk and 10 represents lowest risk. ",,,,,
,,,,,,
,Number of suppliers and supplier spend by higher risk goods and services categories(1),,,,,
,,,,,,
,,Number of suppliers used FY23,Percentage of total FY23 Spend (%),,,
,Goods,,,,,
,Chemicals,107,8.4,,,
,Electronics (hardware) and Electronics (components),311,2.6,,,
,Explosives ,18,0.2,,,
,Parts and consumables at site (including Personal Protective Equipment),80,0.7,,,
,Raw Materials and bulk consumables (including refractory materials),74,22.7,,,
,Services,,,,,
,Construction services,275,6,,,
,Facilities management services (including cleaning),79,0.3,,,
,Logistics,113,4.2,,,
,Shipping and freight services,77,11.5,,,
,Percentage of South32 Total,,56.4,,,
,The sum of the categories may vary to the total figure due to rounding.,,,,,
,(1) High risk categories determined based on third party risk profiling as well as desktop assessments.,,,,,
,,,,,,
,Maritime activities and due diligence,,,,,
,,,,,,
,Number,FY23,FY22,,,
,Number of vessels chartered,361,369,,,
,Number of voyages completed(1),545,548,,,
,Number of vessels vetted ,297,274,,,
,Number of inspections of vessels conducted,20,15,,,
,Number of modern slavery audits conducted on vessels,3,1,,,
,Any vessels restricted from doing business with South32 due to failing vetting or inspection(2),2,2,,,
,,,,,,
,"(1) Includes Cost, Insurance, and Freight (CIF) and Free on Board (FOB) voyages. In FY23, 361 voyages were CIF (369 in FY22), and 184 voyages were FOB (179 in FY22).
(2) In FY23, labour and performance issues have been identified at 2 vessel owners, this has remained the same since FY22.",,,,,
