Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
97,,,,"403-4 Worker participation, consultation, and communication on occupational health and safety","FY23 Corporate Report/Our people\nTransurban has a number of mechanisms to support employee consultation, communication and participation on safety matters.",,,
98,,,,403-5 Worker training on occupational health and safety,"FY23 Corporate Report/Our people\nTransurban has a Group wide Health, Safety and Environment learning framework to build capability for effective health and safety risk management across our business",,,
99,,,,403-6 Promotion of worker health,FY23 Corporate Report/Our people,,,
100,,,,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,FY23 Corporate Report/Our people\nFY23 Corporate Report/Business partners and suppliers,,,
101,,,,403-8 Workers covered by an occupational health and safety management system,"Transurban has a Health and Safety Management System aligned to ISO 45001 Occupational Health and Safety Management Systems that addresses the activities undertaken by employees and other workers, where works are under the management control of Transurban.",,,
102,,,,403-9 Work-related injuries,FY23 Corporate Report/Our people,,,
103,,,,403-10 Work-related ill health,FY23 Corporate Report/Our people,,,
104,,GRI 404: Training and Education 2016,,404-1 Average hours of training per year per employee,People section in this FY23 Sustainability data pack,,,
105,,,,404-2 Programs for upgrading employee skills and transition assistance programs,"FY23 Corporate Report/Our people\nIn the event that an employeeÃ¢ÂÂs role is made redundant and there is no alternative role, outplacement services are provided to the employee.",,,
106,,,,404-3 Percentage of employees receiving regular performance and career development reviews,"All employees are expected to have performance and development conversations throughout the year, with 83% of employees having set formal development goals throughout the year.",,,
107,,GRI 405: Diversity and Equal Opportunity 2016,,405-1 Diversity of governance bodies and employees,FY23 Corporate Governance Statement,,,
108,,,,405-2 Ratio of basic salary and remuneration of women to men,People section in this FY23 Sustainability data pack,,,
109,,GRI 406: Non-discrimination 2016,,406-1 Incidents of discrimination and corrective actions taken,None in FY23,,,
110,,GRI 407: Freedom of Association and Collective Bargaining 2016,,407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"Transurban operates in Australia, the United States and Canada, where freedom of association and collective bargaining are protected by law and fully supported by our employee and supply chain policies. We have 5.3% of employees covered by collective bargaining agreements.\n\nWe identify collective bargaining in our Human Rights policy as a salient issue in the global supply chain (often deeper beyond Tier 1 contractors). We are committed to the International Labour Organization (ILO) fundamental rights (and this is also expected of our suppliers).\n\nIn our TransurbanÃ¢ÂÂs Supplier Sustainability Code of Practice (SSCoP) minimum standards expect suppliers to ""comply with international labour conventions, including: allowing the freedom of workers to leave their employment after reasonable notice without hinderance""\n\nWe request this information through all tenders from the procurement team, and track and evaluate suppliers in our Sustainable Procurement Due Diligence Evaluations.",,,
111,,GRI 408: Child Labor 2016,,408-1 Operations and suppliers at significant risk for incidents of child labor,Human Rights Policy\nFY22 Modern Slavery Statement\nSupplier Sustainability Code of Practice - which outlines the responsibilities of suppliers to meet ILO principles and the prohibition of forced and child labour,,,
112,,GRI 409: Forced or Compulsory Labor 2016,,409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labor,Human Rights Policy\nFY22 Modern Slavery Statement\nSupplier Sustainability Code of Practice - which outlines the responsibilities of suppliers to meet ILO principles and the prohibition of forced and child labour,,,
113,,GRI 410: Security Practices 2016,,410-1 Security personnel trained in human rights policies or procedures,Not applicable. Transurban does not employ security personnel on any significant basis.,,,
114,,GRI 411: Rights of Indigenous Peoples 2016,,411-1 Incidents of violations involving rights of indigenous peoples,None\nFY23 Corporate Report/Communities and FY23 Corporate Report/Our People,,,
115,,GRI 413: Local Communities 2016,,"413-1 Operations with local community engagement, impact assessments, and development programs",FY23 Corporate Report/Communities,,,
116,,,,413-2 Operations with significant actual and potential negative impacts on local communities,FY23 Corporate Report/Communities,,,
117,,GRI 414: Supplier Social Assessment 2016,,414-1 New suppliers that were screened using social criteria,All suppliers are subject to TransurbanÃ¢ÂÂs Supplier Sustainability Code of Practice (SSCoP) which includes social criteria.\nSuppliers applying for tenders managed by our sourcing team are required to complete\nÃ¢ÂÂreturnable schedulesÃ¢ÂÂ which include questions regarding environmental performance of their goods and services.,,,
118,,,,414-2 Negative social impacts in the supply chain and actions taken,"Contractors for all major projects have and implement procedures to record and manage community complaints.\nOur independent external whistleblowing service is available for anyone to use, including employees, customers and members of our supply chain to raise issues, including those related to fraud, conflicts of interest, bribery, corruption and modern slavery.",,,
119,,GRI 415: Public Policy 2016,,415-1 Political contributions,"TransurbanÃ¢ÂÂs Political Contributions Policy precludes us from making any direct donations to political parties. However it does allow participation in public policy dialogues and events on issues that may impact our business.\n\nIn Australia, we engage with political representatives through multiple avenues, including our membership of business forums associated with both sides of politics. In FY23 we spent AUD $64,500 participating in events relevant to our business. A similar bipartisan approach is taken in the United States, resulting in USD $124,500 spent in FY23. In Canada, contributions are prohibited and accordingly none were made. All contributions are disclosed in line with relevant government and regulatory requirements.",,,
120,,GRI 416: Customer Health and Safety 2016,,416-1 Assessment of the health and safety impacts of product and service categories,"The safety performance of Transurban roads is independently assessed. Monash University Accident Research Centre has found our Australian roads to be at least twice as safe as like roads and the International Road Assessment Program (iRAP) rates our Australian roads 100% three star and 91% four star for travel, and USA roads 100% at three stars and 63% at four star for travel.",,,
121,,,,416-2 Incidents of non-compliance concerning the health and safety impacts of products and services,None in FY23,,,
122,,GRI 417: Marketing and Labeling 2016,,417-1 Requirements for product and service information and labeling,"Transurban provides tolling services to customers. We share transparent information with our customers regarding environmental impacts including air quality via our website (See FY23 Corporate Report/Community for more information).\n\nFor customers experiencing financial difficulties we have developed our Linkt Assist program. Additional support is also offered through Linkt Assist 360 and the One Stop One Story Hub. These services are supported by our Hardship Policy, which our Customer teams receive training in. We also have a dedicated team to deliver our Linkt Assist service. Information is made publicly available via our website and at times promoted through customer newsletters, in-app notifications, social media and conferences or events. Internal procedures exist to assess compliance of these programs, and customers have the ability to escalate an issue through our Complaints team or by making a complaint to the Tolling Ombudsman. \n\nRefer to FY23 Corporate Report/Customers, for details on our customer communications and information resources made available to customers on their product and service options.\n\nTransurbanÃ¢ÂÂs only physical product is tolling tags which are provided to customers to enable toll road travel. \n",,,
123,,,,417-2 Incidents of non-compliance concerning\nproduct and service information and labeling,None in FY23,,,
