Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
35,,,"Earnings before interest, tax, depreciation, and amortisation (EBITDA).\n\nEBITDA disclosures (which are non-GAAP financial measures) have been included as Xero believes they provide useful information for readers in understanding XeroÃ¢ÂÂs financial performance.\n\nEBITDA is calculated by adding back net finance expense, depreciation and amortisation, and income tax expense to net profit/(loss). It is a non-GAAP financial measure that we use to measure the effectiveness of our capital allocation and financial performance.",,,,,
37,,,Adjusted EBITDA ($),,,,,
38,,,"Adjusted EBITDA (a non-GAAP financial measure) is provided as Xero believes it provides useful information for users to understand and analyse the underlying business performance.\n\nAdjusted EBITDA is calculated by adding back net finance expense, depreciation and amortisation, and income tax expense, as well as certain non-cash, revaluation and other accounting adjustments and charges to net profit/(loss).",,,,,
40,,,Free cash flows ($),,,,,
41,,,"Xero defines free cash flow as cash flows generated from operating activities less cash flows used for investing activities, excluding cash used for acquisitions of, and investments into, businesses and strategic assets. Free cash flow is a non-GAAP financial measure that has been included to demonstrate net cash generated by, and invested into, the business.",,,,,
43,,,Available liquidity ($),,,,,
44,,,"Total available liquidity defined as cash and cash equivalents, short-term deposits, and undrawn committed debt facilities.",,,,,
46,,,Annualised monthly recurring revenue ($),,,,,
47,,,"Annualised monthly recurring revenue (AMRR) is a non-GAAP financial measure, which represents monthly recurring revenue and is multiplied by 12. It provides a 12-month forward view of revenue, assuming any promotions have ended and other factors such as subscriber numbers, transaction volumes, pricing, and foreign exchange remain unchanged during the year.",,,,,
51,,People & culture,Employee advocacy & retention,,,,,
52,,,Xero uses eNPS (employer net promoter score) and employee turnover to measure employee satisfaction and loyalty within the organisation. eNPS is a way to measure how our employees feel about Xero.\n\nEmployee turnover refers to the total number of workers who leave a company voluntarily over a certain time period.,,,,,
56,,"Customers, partners & ecosystems",No additional definitions required,,,,,
63,,"Platform, technology & data",Product design & development ($),,,,,
64,,,"Product design and development costs consist primarily of personnel and related expenses (including salaries, benefits, bonuses, and share-based payments) directly associated with product design and development teams, teams building and enhancing the platform and related infrastructure, as well as allocated overheads.",,,,,
66,,,Security training (%),,,,,
67,,,The purpose of this course is to introduce all employees to Security at Xero. The importance of basic security awareness and how it contributes to meeting our Service Organisation Control (SOC) reporting standards and ISO27000. Security is the responsibility of all Xero teams & individuals - everyone has to do their part to ensure we keep our business and customer data secure. The completion percentage represents the active employees at 31 March 2023 who completed the training during FY23.,,,,,
71,,Social & environmental,Climate certification / commitments,,,,,
72,,,"Climate Active Carbon Neutral Standard for Organisations is aligned to best practice international standards, including: PAS 2060 (specification for demonstration of carbon neutrality), PAS 2050 (life cycle greenhouse gas emissions), GHG Protocol (international standard for carbon accounting), ISO 14064 series (greenhouse gas quantification for 1. organisation, 2. project level or 3. validation/ verification), ISO 14040 (life cycle assessment 1. Principles and framework, and 2. Requirements and guidelines), NGER Scheme regulations and guidance.\n\nFor more information refer to our Climate Active 'Public Disclosure Statement': https://www.climateactive.org.au/buy-climate-active/certified-members/xero",,,,,
74,,,GHG emissions by source (tCOÃ¢ÂÂe),,,,,
75,,,"Emissions produced in carbon dioxide equivalent by source categorised as Scopes 1, 2 & 3",,,,,
77,,,Modern Slavery Awareness training (%),,,,,
78,,,"Modern Slavery Awareness training has been rolled out to educate employees on forms of modern slavery, help them identify the risks, and provide information on how to raise concerns. The completion percentage represents the active employees at 31 March 2023 who completed the training during FY23",,,,,
