Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
52,,102.0,General Disclosures,102-42,Identifying and selecting stakeholders,"Spark has also engaged a few stakeholders to develop and improve our non-financial reporting as part of our reporting materiality process. In selecting the stakeholders Spark engages with, Spark is guided by the definition set out in GRI 101, which is ""entities or individuals that can reasonably be expected to be significantly affected by the organisation's activities, products or services; or whose actions can reasonably be expected to affect the ability of the organisation to implement its strategies or achieve its objectives.""",,,,Spark,2023.0,,,,1,,153,,,,,,,,,,,,,,,,,,,
53,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Regular engagement surveys,,,Spark,2023.0,"Regular engagement surveys refer to the systematic and periodic feedback collection from spark employees to assess their engagement, satisfaction, and overall wellbeing. These surveys gauge employees' attitudes, opinions, and perceptions about their work environment and the organization.",,,1,,153,,"Engagement, Regular, Survey",17.0,S,,,,,,,,,,,,,,,
54,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Sounding Boards,,,Spark,2023.0,"A sounding board refers to a group of people who serve as a resource for someone to express ideas, thoughts, or concerns. The primary function of a sounding board is to provide a safe and constructive environment for someone to express themselves, explore ideas, and receive feedback or input.",,,1,,153,,"Engagement,Sounding, Boards",17.0,S,,,,,,,,,,,,,,,
55,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Internal Communication Program,,,Spark,2023.0,"An internal communication program is a strategic and organized effort to facilitate effective communication among its members. The program encompasses various methods, channels, and practices designed to share information, align employees with organizational goals, foster collaboration, and create a transparent and engaging work environment.",,,1,,153,,"Engagement, Internal, Communication",10.17,"S,G",,,,,,,,,,,,,,,
56,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Leadership Roadshow,,,Spark,2023.0,"A leadership roadshow typically refers to a series of planned events or presentations to different locations to communicate key messages, share strategic initiatives, and engage with employees or stakeholders. The roadshow is often associated with a travelling presentation or promotional tour. In the context of leadership, it involves top executives or leaders taking their message on the road to reach a broader audience.",,,1,,153,,"Engagement, Leadership, Roadshow",17.0,S,,,,,,,,,,,,,,,
57,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Online Channels,,,Spark,2023.0,"Online channels refer to the various platforms and mediums available on the internet through which information, content, or services are distributed or communicated. These channels facilitate online communication, interaction, and transactions.",,,1,,153,,"Engagement, Online, Channel",17.0,S,,,,,,,,,,,,,,,
58,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Semi-annual announcement,,,Spark,2023.0,"A semi-annual announcement is an announcement or communication that occurs twice a year, typically at six-month intervals. Semi-annual means occurring every half-year or twice a year. In business, finance, or corporate reporting, companies often release semi-annual announcements to update stakeholders on various matters.",,,1,,153,,"Semi, Annual, Announcement",17.0,S,,,,,,,,,,,,,,,
59,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Investor Briefings,,,Spark,2023.0,"An investor briefing is a presentation or meeting developed by Spark to provide information on current or potential investors. An investor briefing aims to update investors on the company's financial performance, strategic initiatives, key developments, and other relevant information that may impact investment decisions.",,,1,,153,,"Engagement, Investor, Briefing",17.0,S,,,,,,,,,,,,,,,
60,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Annual Meeting,,,Spark,2023.0,"An annual meeting refers to a scheduled gathering of the members or shareholders of Spark, typically held once a year. This meeting is a forum for key stakeholders to receive company performance updates, discuss important matters, and decide on various issues.",,,1,,153,,"Engagement, Annual, Meeting",17.0,S,,,,,,,,,,,,,,,
61,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Regular Investor Roadshow,,,Spark,2023.0,"A regular investor roadshow typically involves a series of planned presentations, meetings, or events conducted by Spark's leadership team, including executives and key decision-makers, to update current and potential investors about the company's performance, strategy, and future outlook. Unlike an annual meeting, which occurs once a year and often includes a broader range of stakeholders, an investor roadshow can be conducted more frequently, sometimes quarterly or semi-annually.",,,1,,153,,"Regular, Investor, Roadshow",17.0,S,,,,,,,,,,,,,,,
62,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Periodic Investor Strategy Briefings,,,Spark,2023.0,"Periodic Investor Strategy Briefings refer to scheduled presentations or communications provided by Spark's leadership team to update investors on the organization's strategic direction, plans, and overall investment strategy. These briefings typically occur regularly, such as quarterly or semi-annually, and aim to keep investors informed about the company's long-term goals, market positioning, and initiatives that may impact its financial performance.",,,1,,153,,"Periodic, Investor, Briefing",17.0,S,,,,,,,,,,,,,,,
63,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Conversation with supplier,,,Spark,2023.0,A conversation with a supplier refers to an interaction or discussion between a buyer and a supplier. This communication is essential for maintaining a healthy and productive business relationship.,,,1,,153,,"Engagement, Conversation, Supplier",17.0,S,,,,,,,,,,,,,,,
64,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Regular feedback from customer,,,Spark,2023.0,"Regular customer feedback refers to the systematic and consistent collection of opinions, comments, and reviews regarding a product, service, or overall customer experience. This feedback is essential for businesses to understand customer satisfaction, identify areas for improvement, and make informed decisions to enhance their offerings.",,,1,,153,,"Regular, Feedback, Customer",17.0,S,,,,,,,,,,,,,,,
65,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Meetings with customers,,,Spark,2023.0,"Meetings with customers refer to scheduled interactions or gatherings between representatives of a business and its customers. These meetings can take various forms and serve different purposes, all aimed at fostering communication, understanding customer needs, building relationships, and addressing issues or opportunities.",,,1,,153,,"Engagement, Meeting, Customer",17.0,S,,,,,,,,,,,,,,,
66,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Engagement with central government,,,Spark,2023.0,"Engagement with central government typically refers to the interaction, involvement, or collaboration between various entities and stakeholders with a country's central or national government. This engagement can take multiple forms and involves communication, cooperation, and participation in governance, policy-making, and public affairs.",,,1,,153,,"Engagement, Central, Government",17.0,S,,,,,,,,,,,,,,,
67,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Engagement with local government,,,Spark,2023.0,"Engagement with local government refers to the interaction, collaboration, and involvement of individuals, communities, businesses, and organizations with the government at the regional or municipal level. This engagement is essential for fostering effective governance, addressing local issues, and ensuring that the needs and priorities of the community are considered in decision-making processes.",,,1,,153,,"Engagement, Local, Government",17.0,S,,,,,,,,,,,,,,,
68,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Media Proactive Program,,,Spark,2023.0,A media proactive program is a structured and planned set of initiatives to manage or influence media-related matters proactively. It's important to note that the term may be used differently depending on the context and the specific goals of the Spark program.,,,1,,153,,"Media, Proactive, Program",17.0,S,,,,,,,,,,,,,,,
69,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Engagement with local communities,,,Spark,2023.0,"Engagement with the local community refers to the active and participatory interaction between Spark Limited and the people, groups, and entities that comprise a specific geographic area or neighbourhood. This involvement is characterized by efforts to understand, collaborate, and contribute to the community's wellbeing, development, and mutual interests.",,,1,,153,,"Engagement, Local, Community",17.0,S,,,,,,,,,,,,,,,
70,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Spark Foundation,,,Spark,2023.0,"Spark Foundation refers to the fundamental principles, values, or core beliefs that serve as the basis for the establishment and operation of a company. This foundation reflects the company's mission, vision, and guiding principles influencing its decision-making, business practices, and overall identity.",,,1,,153,,"Engagement, Spark, Foundation",17.0,S,,,,,,,,,,,,,,,
71,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Engagement with industry organizations,,,Spark,2023.0,"Engagement with industry organizations refers to Spark Limited's active involvement, participation, and collaboration with associations or groups representing and serving a specific industry. These organizations are often formed to promote common interests, advocate for industry-related issues, facilitate networking, and provide resources and support for members.",,,1,,153,,"Engagement, Industry, Organization",17.0,S,,,,,,,,,,,,,,,
72,,102.0,General Disclosures,102-44,Key topics and concerns raised,"Spark New Zealand Limited's top 9 critical concerns are resilient infrastructure, customer experience, trust in data privacy, digital equality, disaster response, equipping people, operational excellence, building partnerships, and digital technology.",,,,Spark,2023.0,,,,1,,152,,,,,,,,,,,,,,,,,,,
73,,102.0,General Disclosures,102-45,Entities included in the consolidated financial statements,"The Company is incorporated and domiciled in New Zealand, registered under the Companies Act 1993 and is an FMC reporting entity under the Financial Markets Conduct Act 2013. The Company is listed on the New Zealand Stock Exchange (NZX) and the Australian Securities Exchange (ASX), and the address of its registered office is Spark City, 167 Victoria Street West, Auckland 1010, New Zealand.",,,,Spark,2023.0,,,,1,,93,,,,,,,,,,,,,,,,,,,
74,,102.0,General Disclosures,102-46,Defining report content and topic Boundaries,"This integrated report shares our financial, social, environmental and economic performance. To inform our approach, we've applied the International <IR> Framework, which considers value creation over the short, medium and long term, thinking holistically about the resources and relationships the organisation uses or affects and the dependencies and trade-offs between them as value is created.",,,,Spark,2023.0,,,,1,,5,,,,,,,,,,,,,,,,,,,
75,,102.0,General Disclosures,102-47,List of material topics,,Materiality Matrix,,,Spark,2023.0,"Spark has updated our materiality matrix for FY23. It includes incorporating AI alongside trust in privacy and security, merging network resilience and climate adaptation into a single topic, and increasing the importance of disaster crisis response and the role of digital technology in addressing sustainability challenges.",,,1,,151,,"Materiality, Matrix, Topic",11.12,"E,S",,,,,,,,,,,,,,,
76,,102.0,General Disclosures,102-48,Restatements of information,"Since Spark established its target, Spark has rescoped its emissions reporting and baseline to account for changes to its business. These changes are detailed in our GHG Inventory Report, published at www.sparknz.co.nz/sustainability/environment.",,,,Spark,2023.0,,,,1,,44,,,,,,,,,,,,,,,,,,,
77,,102.0,General Disclosures,102-49,Changes in reporting,"Where the ownership of cooling systems has transitioned to Connexa, Spark has removed associated refrigerant fugitive emissions from their GHG reporting, including re-baselining back to their FY20 baseline year.",,,,Spark,2023.0,,,,1,,44,,,,,,,,,,,,,,,,,,,
78,,102.0,General Disclosures,102-50,Reporting period,This report covers the activities of Spark New Zealand Limited and its subsidiaries from 1 July 2022 to 30 June 2023.,,,,Spark,2023.0,,,,1,,5,,,,,,,,,,,,,,,,,,,
79,,102.0,General Disclosures,102-51,Date of most recent report,Spark's FY23 Annual Report was published on 18 August 2023.,,,,Spark,2023.0,,,,1,,155,,,,,,,,,,,,,,,,,,,
