Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
218,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,PACE: Porirua Access Connectivity and Education,,Spark,2023.0,"Following a community talanoa in 2020 organized by Spark's Vaka Pasifika team, a community initiative, PACE, was formed to address the digital access, connectivity, and education divide in Porirua, Wellington, specifically. PACE will collaborate with established local organizations and government and non-government organizations to accelerate its efforts on the broader community.",,,2,,65,,"Connectivity, Education, PACE",17.0,S,,,,,,,,,,,,,,,
219,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Digital Natives Academy,,Spark,2023.0,"Spark Foundation has been in partnership with DNA for nearly six years. A kaupapa MÃÂori organization, Digital Natives Academy (DNA) Charitable Trust, was established in 2014 to illuminate digital pathways and inspire young people and their families to create, transform, shape and develop digital tools.",,,2,,65,,"Digital, Native, Academy",17.0,S,,,,,,,,,,,,,,,
220,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Puhoro STEMM Academy,,Spark,2023.0,"A kaupapa MÃÂori approach that aims to improve the representation of MÃÂori in Science, Technology, Engineering, Maths, and MÃÂtauranga. Working with schools, PÃÂ«horo supports iwi-affiliated rangatahi MÃÂori from NCEA level 1 through to higher education, helping to guide them into high-value careers.",,,2,,66,,"Puhoro, STEMM, Academy",17.0,S,,,,,,,,,,,,,,,
221,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Spark Volunteer programmes,,Spark,2023.0,"Spark encourages people to give back to the community through our Spark Give and Spark Volunteer programmes. Spark provides the Spark Give and Spark Volunteer programmes, matches employee charitable donations (up to a total pool of $250,000 per year), and gives all Spark people one day of leave a year to commit to volunteering.",,,2,,67,,"Volunteer, Local Community, Program",17.0,S,,,,,,,,,,,,,,,
222,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Charity Program,,Spark,2023.0,"In FY23, Spark donated nearly $1.6 million to Spark Foundation, with $1 million explicitly designated for community projects and the remaining funding operational costs. Combined with Spark Foundation's sale of its art collection, over $1.8 million was invested in community initiatives and projects accelerating digital equity.",,,2,,67,,"Local Community, Charity, Program",17.0,S,,,,,,,,,,,,,,,
223,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Payroll giving program,,Spark,2023.0,"Spark payroll giving programme enables our people to donate to schools and charities via their pay. Spark matches donations towards our four key partners through Spark Give dollar-for-dollar (up to a cap of $250,000 per year).",,,2,,67,,"Payroll, Giving, Program",17.0,S,,,,,,,,,,,,,,,
224,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Human Right Policy,,,Spark,2023.0,A human rights policy is a formal statement or document that outlines a spark's commitment to upholding and respecting human rights within its sphere of influence. This Policy articulates the organization's stance on fundamental human rights principles and guides its internal and external activities.,,,2,,70,,"Human Rights, Social, Policy",10.16,"S,G",,,,,,,,,,,,,,,
226,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Human Right Screening Process,,,Spark,2023.0,"A human rights screening process is a systematic evaluation or assessment conducted by Spark Limited to identify, prevent, and address potential human rights risks and impacts associated with their operations, products, services, or suppliers. The screening process ensures that an organization conducts activities consistent with human rights principles, avoids causing or contributing to human rights abuses, and takes corrective actions when necessary.",,,2,,70,,"Human Rights, Screening, Supplier",10.16,"S,G",,,,,,,,,,,,,,,
227,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Annual Modern Slavery Statement,,,Spark,2023.0,"Spark publishes a dedicated annual Modern Slavery Statement. This report provides a detailed summary of our approach to addressing modern slavery and managing broader risk in our supply chain, including actions taken over the past year to strengthen our systems and processes.",,,2,,70,,"Annual, Slavery, Statement",10.16,"S,G",,,,,,,,,,,,,,,
228,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
232,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,Regular Internal Communication,,,Spark,2023.0,"Regular internal communication refers to the consistent and ongoing exchange of information, messages, and updates within an organization, primarily directed toward its employees. This communication is vital for keeping employees informed, engaged, and aligned with the marketing activities.",,,2,,31,,"Regular, Internal, Communication",8.12,S,,,,,,,,,,,,,,,
234,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,Engagement with the commerce commissions,,,Spark,2023.0,"Engagement with commerce commissions typically refers to interactions, communications, or collaborations between Spark Limited and the relevant commerce commission or regulatory body. Commerce commissions are regulatory authorities that enforce competition, consumer protection, and fair trading practices within a specific jurisdiction.",,,2,,31,,"Engagement, Commerce, Commissions",8.17,S,,,,,,,,,,,,,,,
235,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,Retail Service Quality (RSQ),,,Spark,2023.0,"Retail Service Quality (RSQ) refers to assessing and measuring the quality of services retailers provide to their customers. It involves evaluating various aspects of the customer experience, from when a customer enters a store or engages with an online platform to completing a purchase and post-purchase support.",,,2,,31,,"Retail, Service, Quality",8.0,S,,,,,,,,,,,,,,,
236,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,"In FY23, Spark received 19 substantiated privacy complaints from customers, in which we identified opportunities for minor enhancements to our practices and processes or targeted coaching.",,,,Spark,2023.0,,,,2,,31,,,,,,,,,,,,,,,,,,,
237,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Spark,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,Total disclosure,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,Total no of reported disclosure over maximum disclosure (source:GRI index),56/148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
