Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,,,,,Tyres & rubber,1001.1011599999999,1092.493,354.62999999999994,630.403,1275,1474.6859999999997,0.15661647058823505,Disposal - Landfilling,,,
,,,,,,,-,-,-,-,-,188.88000000000002,-,Recovery - Recycling,,,
,,,,,,Liquid waste,-,-,-,-,6.800000000000001,9,0.32352941176470573,Recovery & Disposal  - Treatment and Disposal,,,
,,,,,,Scrap metal recycled,-,-,-,-,1340.667,1676,0.25012400543908375,Recovery - Recycling,,,
,,,,,,Organics2,-,-,-,-,-,299.24,-,Recovery - Other (Composting),,,
,,,,,,Sub total,3709.7697099999996,3274.8014000000007,2827.624500000001,2501.3116999999997,6293.617,11203.805999999999,0.7801855435435614,,,,
,,,,,,Hazardous waste,,,,,,,Trend from FY22,,,,
,,,,,,Medical Waste3,-,-,-,-,-,-,-,Disposal - Incineration (without energy recovery),,,
,,,,,,Liquid waste,731.44,741.7879999999999,875.1639999999999,1370.4679999999994,1715.8741573333332,2944,0.7157435394768789,Recovery - Recycling,,,
,,,,,,Solid waste,14.005,13.875700000000002,14.125000000000002,130.416,606.7332,1114.5498500000003,0.836968621463273,Recovery & Disposal  - Treatment and Disposal,,,
,,,,,,,-,-,-,-,-,8.158000000000001,-,Recovery - Recycling,,,
,,,,,,Septic waste4,101823.959,86919.44,83745.18999999999,108644.52399999999,143152.63003030303,156438,0.0928056296757152,Recovery & Disposal  - Treatment and Disposal,,,
,,,,,,Sub total ,102569.40400000001,87675.1037,84634.47899999999,110145.408,145475.23738763636,160504.70785,0.10331291243963266,,,,
,,,,,,Total ,106279.17371,90949.9051,87462.1035,112646.7197,151768.85438763635,171708.51385000002,0.13138176171136745,,,,
,,,,,,1 Recycled solid waste category included in FY22 (0.15 tonnes reported) has been removed. All recycled solid waste was included under the comingled waste category and therefore the comingled waste figure for FY22 has been restated from 299.00 to 299.15.,,,,,,,,,,,
,,,,,,2 Inclusion of organic waste category. Organic waste is recovered in a composting facility. ,,,,,,,,,,,
,,,,,,3 Inclusion of medical waste category. Medical waste is sent to a incineration facility.,,,,,,,,,,,
,,,,,,4 Septic waste includes the treatment and disposal of wastewater both on and off site.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Table 3: FY23 on-site/off-site waste generated (tonnes),,,,,,,,,,,
,,,,,,Non-hazardous Waste,,On-site,Off-site,Total,,,,,,,
,,,,,,Disposal - Landfilling,,7423.065999999999,1179.3588000000002,8602.424799999999,,,,,,,
,,,,,,Recovery - Recycling,,-,2292.3115454545455,2292.3115454545455,,,,,,,
,,,,,,Recovery & Disposal  - Treatment and Disposal,,-,8.76,8.76,,,,,,,
,,,,,,Recovery - Other,,-,299.23499999999996,299.23499999999996,,,,,,,
,,,,,,Disposal - Incineration (without energy recovery),,-,-,-,,,,,,,
,,,,,,Hazardous Waste,,,,,,,,,,,
,,,,,,Disposal - Landfilling,,-,-,-,,,,,,,
,,,,,,Recovery - Recycling,,-,2952.012518,2952.012518,,,,,,,
,,,,,,Recovery & Disposal  - Treatment and Disposal,,154638.29115473735,2913.76895,157552.06010473735,,,,,,,
,,,,,,Recovery - Other,,-,-,-,,,,,,,
,,,,,,Disposal - Incineration (without energy recovery),,-,0.3,0.3,,,,,,,
,,,,,,Total waste generated (including septic waste),,162061.35715473734,9645.746813454545,171707.1039681919,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,"G4 - MM3 | Total amounts of overburden, rock, tailings, and sludges and their associated risks. ",,,,,,,,,,,
,,,,,,"Table 4: Total amounts of overburden, rock, tailings and sludges",,,,,,,,,,,
,,,,,,Operation ,FY18,FY19,FY20,FY21,FY22,FY23,Trend from FY22,,,,
,,,,,,Mt Marion,508132,736563,935020,1702954,1821103,1544972,-0.1516284361730226,,,,
,,,,,,Wodgina1 ,-,131591,414879,-,194474,2589652,12.316186225408023,,,,
,,,,,,Koolyanobbing2,-,-,-,-,-,20040,-,,,,
,,,,,,Total ,508132,868154,1349899,1702954,2015577,4154664,1.061277738334978,,,,
,,,,,,1 Wodgina operation recommenced.,,,,,,,,,,,
,,,,,,2 Kolyanobbing received tailings from Albemarle Kemerton Plant.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,"SASB EM-MM-160a.2 | Percentage of mine sites where acid rock drainage (ARD) is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation.       ",,,,,,,,,,,
,,,,,,Table 5: Acid Rock Drainage (ARD) potential risk across operations,,,,,,,,,,,
,,,,,,ARD Potential Risk,Operation,Predicted to occur,Actively mitigated,Under treatment or remediation,Comment,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Yilgarn Hub (Iron Ore),Koolyanobbing,No,Yes,No,Carina ceased mining in 2018,,,,,,
,,,,,,Pilbara Hub (Iron Ore),Iron Valley,No,No,No,No,,,,,,
,,,,,,,Wonmunna,No,No,No,No,,,,,,
,,,,,,Lithium Commodities,Mt Marion ,No,No,No,No,,,,,,
,,,,,,,Wodgina ,No,Yes,No, - ,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,"G4 - MM8 | Number (and percentage) of company operating sites where artisanal and small-scale mining (ASM) takes place on, or adjacent to, the site; the associated risks and the actions taken to manage and mitigate these risks.",,,,,,,,,,,
,,,,,,"MinRes has 0 operations (0%) where artisanal and small scale mining (ASM) takes place on, or adjacent to the site. ",,,,,,,,,,,
