Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
245,,,,,,,,302-5,Reductions in energy requirements of products and services,,,Information unavailable/incomplete,MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
246,,,,,,,GRI 305: Emissions 2016,305-1,Direct (Scope 1) GHG emissions,Sustainability Report Ã¢ÂÂ Climate Change - Our Climate-Related Risks and Opportunities,2023 Sustainability Report (page 172-174),,
247,,,,,,,,,,Sustainability Performance Data Tables - GHG Emissions,2023 Sustainability Performance Data Tables - GHG Emissions,,
248,,,,,,,,305-2,Energy indirect (Scope 2) GHG emissions,Sustainability Report Ã¢ÂÂ Climate Change - Our Climate-Related Risks and Opportunities,2023 Sustainability Report (page 172-174),,
249,,,,,,,,,,Sustainability Performance Data Tables - GHG Emissions,2023 Sustainability Performance Data Tables - GHG Emissions,,
250,,,,,,,,305-3,Other indirect (Scope 3) GHG emissions,,,Information unavailable/incomplete,MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
251,,,,,,,,305-4,GHG emissions intensity,Sustainability Report Ã¢ÂÂ Climate Change - Our Climate-Related Risks and Opportunities,2023 Sustainability Report (page 172-174),,
252,,,,,,,,,,Sustainability Performance Data Tables - GHG Emissions,2023 Sustainability Performance Data Tables - GHG Emissions,,
253,,,,,,,,305-5,Reduction of GHG emissions,,,Information unavailable/incomplete,MinRes is targeting net zero operational emissions by 2050 and progresses appropriate mitigation and management strategies. \n\nMinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
254,,,,,,,,305-6,Emissions of ozone-depleting substances (ODS),,,Information unavailable/incomplete,MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
257,,,,,,,Topics not considered material,,,,,,
258,,,,,,,MinRes reports on topics considered material to the Company as per our materiality identification process,,,,,,
259,,,,,,,Non-Material Topics,417,Marketing and labelling,,,,
260,,,,,,,,416,Customer health and safety,,,,
261,,,,,,,,301,Materials,,,,
