Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
47,,,,,,,"2 Emergency Response Training includes the following courses/programs: NRT First Aid (CPR Refresher), Demonstrate First Attack Firefighting, NRT First Aid (Low Voltage & Provide CPR), NRT (Inspect, test and maintain non-gaseous, pre-engineered fire suppression systems), Snake Handling, Mental Health First Aider Accreditation, Conduct Fire Team Operations, NRT - Operate Oxygen Breathing Apparatus, NRT - First Aid (Provide CPR), NRT - First Aid (Provide Basic Emergency Life Support), Fire Warden Training/Fire Extinguisher, Advanced Life Support Training, NRT - First Aid (Occupational First Aid), Inspect and test fire hose reels, fire extinguishers & fire blankets, NRT - First Aid (Remote Situations), NRT - First Aid (Provide Advanced First Aid) and Peripheral IV Cannulation.",,,,,,,,,,,,,,
53,,,,,,,Table 6: Average hours of Emergency Response training per employee by gender profile,,,,,,,,,,,,,,
54,,,,,,,,FY21,,FY22,,FY23,,Trend from FY22,,,,,,,
55,,,,,,,,Female,Male,Female,Male,Female,Male,Female,Male,,,,,,
56,,,,,,,Permanent Part-time,-,-,-,-,0.6486486486486487,-,-,-,,,,,,
57,,,,,,,Permanent Full-time,0.62,0.6,0.98,0.98,0.790268456375839,0.9187234042553192,-0.19360361594302145,-0.06252713851498042,,,,,,
58,,,,,,,Fixed-term Part-time,-,-,-,0.22,-,2.4,-,9.909090909090908,,,,,,
59,,,,,,,Fixed-term Full-time,1.03,0.27,0.39,0.83,0.5660377358490566,0.7368421052631579,0.45137880986937584,-0.11223842739378567,,,,,,
60,,,,,,,Casual,0.49,0.35,-,-,0.8205128205128205,0.43956043956043955,-,-,,,,,,
64,,,,,,,CAREER ENTRY PATHWAYS,,,,,,,,,,,,,,
67,,,,,,,"At MinRes, our people are the foundation of our business and are instrumental to our ongoing growth and success. It is critical to our business to identify, attract and retain high quality talent to help us meet our objectives. We work to build organisational capacity by ensuring our people are treated fairly, have access to career development opportunities and have a positive employee experience.",,,,,,,,,,,,,,
70,,,,,,,GRI 404-2 | Programs for upgrading employee skills and transition assistance programs,,,,,,,,,,,,,,
71,,,,,,,Table 7: Career entry programs by gender profile,,,,,,,,,,,,,,
72,,,,,,,,,FY22,,,FY23,,,Trend from FY22,,,,,,
73,,,,,,,,,Female,Male,Total,Female,Male,Total,Female,Male,Total,,,,
74,,,,,,,Apprentices,,9,48,57,15,56,71,0.6666666666666666,0.16666666666666666,0.24561403508771928,,,,
75,,,,,,,Trainees,,19,7,26,10,22,32,-0.47368421052631576,2.142857142857143,0.23076923076923078,,,,
76,,,,,,,Graduates,,13,30,43,14,36,50,0.07692307692307693,0.2,0.16279069767441862,,,,
77,,,,,,,Trade Upgrades,,-,13,13,-,8,8,-,-0.38461538461538464,-0.38461538461538464,,,,
78,,,,,,,Vacation Students,,-,-,-,3,15,18,-,-,-,,,,
79,,,,,,,Interns,,-,-,-,9,10,19,-,-,-,,,,
80,,,,,,,Work Experience,,-,-,-,24,29,53,-,-,-,,,,
81,,,,,,,NextGen Scholars,,-,-,-,6,9,15,-,-,-,,,,
82,,,,,,,Entry Level Operator Program - Dump Truck,,-,-,-,38,31,69,-,-,-,,,,
83,,,,,,,Entry Level Program - Blast Crew,,-,-,-,3,7,10,-,-,-,,,,
84,,,,,,,Dozer Pathway Program,,-,-,-,2,18,20,-,-,-,,,,
85,,,,,,,Grader Pathway Program,,-,-,-,1,2,3,-,-,-,,,,
86,,,,,,,Drill Pathway Program,,-,-,-,1,0,1,-,-,-,,,,
87,,,,,,,Total,,41,98,139,126,243,369,2.073170731707317,1.4795918367346939,1.6546762589928057,,,,
90,,,,,,,Table 8: Participation in career entry programs by Indigenous Australians,,,,,,,,,,,,,,
91,,,,,,,,,FY22,FY23,,,,,,,,,,,
92,,,,,,,,,Total1,Total1,Trend from FY22,,,,,,,,,,
93,,,,,,,Apprentices,,2,2,-,,,,,,,,,,
94,,,,,,,Trainees,,1,4,0.75,,,,,,,,,,
95,,,,,,,Total,,3,6,0.5,,,,,,,,,,
96,,,,,,,1 These are included within the total reported in Table 7 above and are not additional to the totals reported.,,,,,,,,,,,,,,
