Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
33,,,,,,,Rest of Australia,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,New South Wales,-,-,-,-,-,-,-,,,,,,,,,,,,,,
35,,,,,,,Northern Territory,-,47,-,2,-,49,1.0416666666666667,,,,,,,,,,,,,,
36,,,,,,,Queensland,-,10,-,-,1,11,-0.08333333333333333,,,,,,,,,,,,,,
37,,,,,,,International,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,China,-,-,-,4,0,4,-,,,,,,,,,,,,,,
39,,,,,,,USA,-,1,-,-,-,1,-,,,,,,,,,,,,,,
40,,,,,,,Total,86,4999,4,457,141,5687,0.47217188713435154,,,,,,,,,,,,,,
43,,,,,,,Table 3: Total employees by employment contract type and region during FY22,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,Region,Permanent Part-time,Permanent Full-time,Fixed-term Part-time,Fixed-term Full-time,Casual,Total,,,,,,,,,,,,,,,
45,,,,,,,Western Australia,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,Ashburton,-,341,-,2,10,353,,,,,,,,,,,,,,,
47,,,,,,,Perth,54,1085,1,143,43,1326,,,,,,,,,,,,,,,
48,,,,,,,Pilbara-Marble Bar,-,26,-,3,-,29,,,,,,,,,,,,,,,
49,,,,,,,Pilbara-Newman,-,517,-,17,23,557,,,,,,,,,,,,,,,
50,,,,,,,Port Hedland,-,308,-,77,1,386,,,,,,,,,,,,,,,
51,,,,,,,Yilgarn,-,1119,-,47,9,1175,,,,,,,,,,,,,,,
52,,,,,,,Rest of Australia,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,New South Wales,-,1,-,-,-,1,,,,,,,,,,,,,,,
54,,,,,,,Northern Territory,-,23,-,1,-,24,,,,,,,,,,,,,,,
55,,,,,,,Queensland,-,11,-,-,1,12,,,,,,,,,,,,,,,
56,,,,,,,Total,54,3431,1,290,87,3863,,,,,,,,,,,,,,,
59,,,,,,,Table 4: Total employees by employment contract type and region during FY21,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,Region,Permanent Part-time,Permanent Full-time,Fixed-term Part-time,Fixed-term Full-time,Casual,Total,,,,,,,,,,,,,,,
61,,,,,,,Western Australia,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,Ashburton,-,214,-,3,8,225,,,,,,,,,,,,,,,
63,,,,,,,Perth,31,717,5,209,68,1030,,,,,,,,,,,,,,,
64,,,,,,,Pilbara-Marble Bar,-,23,-,-,-,23,,,,,,,,,,,,,,,
65,,,,,,,Pilbara-Newman,-,613,-,109,9,731,,,,,,,,,,,,,,,
66,,,,,,,Port Hedland,-,40,-,2,1,43,,,,,,,,,,,,,,,
67,,,,,,,Yilgarn,-,1084,-,90,9,1183,,,,,,,,,,,,,,,
68,,,,,,,Rest of Australia,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,New South Wales,-,1,-,-,-,1,,,,,,,,,,,,,,,
70,,,,,,,Northern Territory,-,22,-,-,-,22,,,,,,,,,,,,,,,
71,,,,,,,Queensland,1,7,-,1,1,10,,,,,,,,,,,,,,,
72,,,,,,,Total,32,2721,5,414,96,3268,,,,,,,,,,,,,,,
75,,,,,,,Table 5: Total employees by employment contract type and region during FY20,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,Region,Permanent Part-time,Permanent Full-time,Fixed-term Part-time,Fixed-term Full-time,Casual,Total,,,,,,,,,,,,,,,
77,,,,,,,Western Australia,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,Ashburton,-,142,-,1,-,143,,,,,,,,,,,,,,,
79,,,,,,,Perth,19,554,4,128,47,752,,,,,,,,,,,,,,,
80,,,,,,,Pilbara-Newman,-,517,-,56,4,521,,,,,,,,,,,,,,,
81,,,,,,,Port Hedland,-,8,-,-,1,56,,,,,,,,,,,,,,,
82,,,,,,,Yilgarn,19,2070,4,191,63,844,,,,,,,,,,,,,,,
83,,,,,,,Rest of Australia,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,Northern Territory,-,21,-,-,-,21,,,,,,,,,,,,,,,
85,,,,,,,Queensland,-,827,-,6,11,9,,,,,,,,,,,,,,,
86,,,,,,,International,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,China,-,0,-,-,-,0,,,,,,,,,,,,,,,
88,,,,,,,Total,38,4139,8,382,126,2346,,,,,,,,,,,,,,,
91,,,,,,,Table 6: Total employees by employment contract type and region during FY19,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,Region,Permanent Part-time,Permanent Full-time,Fixed-term Part-time,Fixed-term Full-time,Casual,Total,,,,,,,,,,,,,,,
93,,,,,,,Western Australia,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,Ashburton,-,45,-,6,-,51,,,,,,,,,,,,,,,
95,,,,,,,Perth,15,560,-,43,47,665,,,,,,,,,,,,,,,
96,,,,,,,Pilbara-Newman,-,390,-,4,2,396,,,,,,,,,,,,,,,
97,,,,,,,Port Hedland,-,332,-,509,-,841,,,,,,,,,,,,,,,
98,,,,,,,Yilgarn,-,641,-,26,7,674,,,,,,,,,,,,,,,
99,,,,,,,Rest of Australia,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,Northern Territory,-,18,-,-,-,18,,,,,,,,,,,,,,,
101,,,,,,,Queensland,-,-,-,-,-,0,,,,,,,,,,,,,,,
102,,,,,,,International,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,China,-,1,-,-,-,1,,,,,,,,,,,,,,,
104,,,,,,,Total,15,1987,0,588,56,2646,,,,,,,,,,,,,,,
107,,,,,,,2-21 | Annual total compensation ratio,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,Table 7: Compensation of highest paid individual to median salary,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,FY23,,,,,,,,,,,,,,,,,,,
110,,,,,,,Compensation of highest paid individual ($)1,,3385447,,,,,,,,,,,,,,,,,,,
111,,,,,,,Median annual total compensation for all employees ($),,175411.93,,,,,,,,,,,,,,,,,,,
112,,,,,,,Compensation ratio,,19.299981477884657,,,,,,,,,,,,,,,,,,,
113,,,,,,,"1 Chris Ellison is the highest paid executive within the organisation and is the Managing Director (MD). Additionally, this is the maximum total package as it includes Short Term Incentives and Long Term Incentives that may not meet the requirements to vest in the future.",,,,,,,,,,,,,,,,,,,,,
118,,,,,,,GRI 2-30 | Collective bargaining agreements,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,SASB EM-MM-310a.1 | Percentage of active workforce covered under collective bargaining agreements,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,Table 8: Employees covered by collective bargaining agreements,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,FY18,FY19,FY20,FY21,FY22,FY23,Trend from FY22,,,,,,,,,,,,,,
122,,,,,,,Percentage employees covered by collective bargaining agreements,0.4462,0.4705,0.4184,0.44002447980416154,0.36991975148848044,0.29998241603657466,-0.18906083054633452,,,,,,,,,,,,,,
125,,,,,,,SASB EM-MM-310a.2 | Number and duration of strikes and lockouts,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,Table 9: Work stoppages due to employee-related disputes,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,FY22,FY23,Trend from FY22,,,,,,,,,,,,,,,,,
128,,,,,,,Number of work stoppages,,-,-,-,,,,,,,,,,,,,,,,,
129,,,,,,,Duration of work stoppages,,-,-,-,,,,,,,,,,,,,,,,,
