Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,,,,,,,,,Category 2,Groundwater,-,-,-,-,442.842874743326,0,-1,0,,,,,,,,,
,,,,,,Lithium Commodities,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mt Marion ,Semi-arid,High,1,Category 1,Third party,25.818,42.79,40.685,35.118,43.6583162217659,114.52,1.623097038792942,0.004602850547269905,,,,,,,,,
,,,,,,,,,,Category 1,Surface water ,-,-,-,-,8.53680466233173,67.99999999999999,6.965509659609168,0.002733093234494878,,,,,,,,,
,,,,,,,,,,Category 3,Groundwater,281.865076,2279.6935839999996,1512.175942,1614.577057,1279.72969207392,1575,0.23072865289822828,0.06330326241660933,,,,,,,,,
,,,,,,Wodgina,Arid,Extremely high,0.85,Category 1,Surface water ,-,-,-,-,13.7033450445864,194.66666666666666,13.205777205002297,0.007824149259534358,,,,,,,,,
,,,,,,,,,,Category 2,Groundwater,-,-,-,-,57.1998357289527,943.0266666666666,15.486527533668022,0.037902644156101825,,,,,,,,,
,,,,,,,,,,Category 3,Groundwater,751.914,1191.1,500.865, - ,443.178850102669,2179.4,3.917653447350002,0.08759563816556087,,,,,,,,,
,,,,,,Total water withdrawn - groundwater (total) + surface water (total) + third-party water (total) 3,,,,,,15530.710076,19988.248584,28485.963232000006,18779.528006999997,21391.18097786189,24880.234286104598,0.16310709127530587,,,,,,,,,,
,,,,,,Total groundwater withdrawn,,,,,,15314.967076,19853.467583999998,28254.883232000004,18570.126007,20864.951252648865,23924.081334362774,0.14661573107320552,0.9615697770066487,,,,,,,,,
,,,,,,Total surface water withdrawn 5,,,,,,-,-,-,-,280.9439650343721,625.1113417418215,1.2250392232676799,0.02512481733706748,,,,,,,,,
,,,,,,Total third party withdrawn,,,,,,215.74300000000002,134.781,231.08,209.402,245.2857601786559,331.04161,0.3496160957688009,0.013305405656283709,,,,,,,,,
,,,,,,1 Criteria for determining water quality categories correlates with the Mineral Council of Australia’s (MCA) Water Accounting Framework with high quality water (Category 1) and low-quality water (Category 3).,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"2 Water sources are defined as groundwater, surface water, and third-party. Third-party water is water supplied by an entity external to the operation, such as from a municipality. MinRes has no operations that withdraw seawater.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,3 Water withdrawal is water that enters the operational water system and is used to supply the operational water demands.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4 Water use pertains to mining operations only.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5 Includes precipitation.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Table 2: FY23 water balance by operation, water source and water quality (ML)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yilgarn Iron,,,Iron Valley ,,,Wonmunna ,,,Mt Marion ,,,Wodgina ,,,FY23,,,TOTAL,
,,,,,,,Source3,,Category 14,Category 2,Category 3,Category 1,Category 2,Category 3,Category 1,Category 2,Category 3,Category 1,Category 2,Category 3,Category 1,Category 2,Category 3,Category 1,Category 2,Category 3,,
,,,,,,Withdrawal (input)1,Surface water ,,239.9033404386046,-,-,122.5413346365503,-,-,-,-,-,67.99999999999999,-,-,194.66666666666666,-,-,625.1113417418215,-,-,625.1113417418215,
,,,,,,,Groundwater ,,-,-,3651.1407967145788,14835.3102258727,-,-,553.8461765913758,-,-,-,-,1575,-,943.0266666666666,2179.4,15389.156402464076,943.0266666666666,7405.540796714578,23737.72386584532,
,,,,,,,Third party,,216.52161,-,-,-,-,-,-,-,-,114.52,-,-,-,-,-,331.04161,-,-,331.04161,
,,,,,,,Other (pit groundwater recovery),,-,-,186.35746851745384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186.35746851745384,186.35746851745384,
,,,,,,,Total,,456.4249504386046,-,3837.4982652320327,14957.851560509249,-,-,553.8461765913758,-,-,182.51999999999998,-,1575,194.66666666666666,943.0266666666666,2179.4,16345.309354205898,943.0266666666666,7591.898265232032,24880.234286104598,
,,,,,,Discharge (output)2,Surface water ,,-,-,-,11119.35640279931,-,-,-,-,-,-,-,-,-,-,-,11119.35640279931,-,-,11119.35640279931,
,,,,,,,Groundwater ,,-,-,-,-,-,-,-,-,-,-,-,250.88000000000002,-,-,420.24,-,-,671.12,671.12,
,,,,,,,Other ,,,,,,,,,,,,,,,,,-,-,-,0,
,,,,,,,Evaporation,,-,-,1776.8417479619,-,50.728541075975464,-,510.1880821355236,-,-,73.90461974720499,-,319.9866666666667,305.3333333333333,-,1032.4266666666667,889.4260352160618,50.728541075975464,3129.2550812952336,4069.409657587271,
,,,,,,,Entrainment,,-,-,-,-,-,-,-,-,-,-,-,589.5733333333334,-,-,1126.7333333333333,-,-,1716.3066666666668,1716.3066666666668,
,,,,,,,Task Loss,,-,197.93938398357292,-,-,752.9011909650923,-,-,-,-,-,26.400000000000002,317.8133333333333,-,32.26666666666667,273.0933333333333,-,1009.5072416153318,590.9066666666665,1600.4139082819984,
,,,,,,,Total,,-,197.93938398357292,1776.8417479619,11119.35640279931,803.6297320410678,-,510.1880821355236,-,-,73.90461974720499,26.400000000000002,1478.2533333333333,305.3333333333333,32.26666666666667,2852.4933333333333,12008.782438015372,1060.2357826913073,6107.588414628567,19176.606635335247,
,,,,,,1 Water withdrawal is water that enters the operational water system and is used to supply the operational water demands.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"2 Water discharge is water that has been removed (discharged, consumed, used or lost) after it has been used for a task.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,"3 Water sources are defined as groundwater, surface water, and third-party. Third-party water is water supplied by an entity external to the operation, such as from a municipality. MinRes has no operations that withdraw seawater.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,4 Criteria for determining water quality categories correlates with the Mineral Council of Australia’s (MCA) Water Accounting Framework with high quality water (Category 1) and low-quality water (Category 3).,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Table 3: Water efficiency ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Metric,Yilgarn Iron,,Iron Valley,,Mt Marion,,Wodgina,,Wonmunna,,TOTAL ,,"Trend from
FY22",,,,,,,,,
,,,,,,,FY22,FY23,FY22,FY23,FY22,FY23,FY22,FY23,FY22,FY23,FY22,FY23,,,,,,,,,,
,,,,,,Total volume to tasks (ML/year),2664.91003952083,4275.34098965421,24057.207902486,14957.85156050924,1494.43810244589,1579,1018.88075613288,3190,465.534455852156,553.8461765913759,29700.971256437755,24556.038726754825,-0.17322438667953508,,,,,,,,,
,,,,,,Total volume of reused water (ML/year),10.762053388090344,0,0.566735112936344,0,147.351129363449,252,42.8826283367556,788,0,0,201.56254620123127,1040,4.159688739800445,,,,,,,,,
,,,,,,Reuse efficiency (%),0.40384302766278135,0,0.0023557809170272805,0,9.859968714815622,15.959468017732743,4.208797553456094,24.70219435736677,0,0,0.6786395786890037,4.235210782864895,5.2407364908578975,,,,,,,,,
,,,,,,Total volume of recycled water (ML)1,0,,0,0,0,0,0,0,,,0,0,-,,,,,,,,,
,,,,,,Recycling efficiency (%),0,0,0,0,0,0,0,0,0,0,0,0,-,,,,,,,,,
,,,,,,Operational Efficiency (%),0.40384302766278135,0,0.0023557809170272805,0,9.859968714815622,15.959468017732743,4.208797553456094,24.70219435736677,0,0,0.6786395786890037,4.235210782864895,5.2407364908578975,,,,,,,,,
,,,,,,1 There was an incorrect classification of water under the Water Accounting Framework. This has resulted in a retrospective reclassification of recycled water for the FY22 figures.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SASB EM-MM-140a.2 | Number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,,,,,,,,,,,,,,,,,,
,,,,,,"MinRes had zero incidents of non-compliance associated with water quality permits, standards and regulations. ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,GRI 303-4 | Water Discharge (Surface),,,,,,,,,,,,,,,,,,,,,,
,,,,,,Table 4: Water discharge (units in Megalitres - ML) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Operation ,Water Quality,Water Stress,FY18,FY19,FY20,FY21,FY22,FY23,Trend from FY22,,,,,,,,,,,,,
,,,,,,Iron Valley,Freshwater1,Medium-high,14581.016,13642.351,7705.66,4713.796,7470,11119.35640279931,0.48853499368129993,,,,,,,,,,,,,
,,,,,,"1 Water quality identified as freshwater with limit of Total Dissolved Solids ≤1000 mg/L, category rating as per MCA due to required treatment to meet drinking water standards.  ",,,,,,,,,,,,,,,,,,,,,,
