Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
100,Total female turnover rate (% of Total Turnover Rate),0.2437,0.1716,0.30303,0.22,0.14,,0.5758,0.1892,0.3171,0.2605,0.2667,0.0825,,
101,Total male turnover rate (% of Total Turnover Rate),0.7563,0.8284,0.69697,0.79,0.85,,0.42422,0.8108,0.6829,0.7395,0.7333,0.9175,,
102,Total Turnover Rate,0.1711,0.18,0.13,0.11,0.18,,0.2444,0.164,0.1145,0.2409,0.1736,0.1691,,
103,(8) Permanent employee turnover rate is calculated as the number of permanent employee turnover for the year over the average number of permanent employees for the year.,,,,,,,,,,,,,,
105,Parental leave (9),,,,,,,,,,,,,,
106,GRI 401-3,FY23,FY22,FY21,Female,Male,,,,,,,,,
107,Number of employees who took parental leave,124,139,91,44,95,,,,,,,,,
108,Number of employees who returned to work after parental leave ended,104,121,65,27,94,,,,,,,,,
109,(9) Includes primary and secondary parental leave. Please note some employees are still currently on parental leave so does not represent the true value of returned employees.,,,,,,,,,,,,,,
111,Operational changes,,,,,,,,,,,,,,
112,GRI 402-1,FY23,FY22,FY21,,,,,,,,,,,
113,Number of strikes and lockouts exceeding one week duration,0,0,0,,,,,,,,,,,
115,Average hours of training per year per employee,,,,,,,,,,,,,,
116,GRI 404-1,FY23,FY22,FY21,,,,,,,,,,,
117,Total training hours (10),167308,128306,116092,,,,,,,,,,,
118,Average Hours of Training per Employee,61.49,47,58.721295,,,,,,,,,,,
119,"(10) Training hours include: Leadership training (Leader essential), Compliance training (Manager/Supervisor training, High Risk Licenses) Competency (operations training, inductions, safety training) and development training where a formal course or conference is required",,,,,,,,,,,,,,
121,Percentage of employees receiving regular performance and career development reviews,,,,,,,,,,,,,,
122,GRI 404-3,FY23,FY22,FY21,Male,Female,,,,,,,,,
123,Salaried employees who receive performance and career reviews (%),0.9471,0.79,0.94,0.76,91%%,,,,,,,,,
124,Hourly employees who receive performance and career reviews (%) (11),0.7374,0.82,0.9,84%%,66%%,,,,,,,,,
125,(11) Excluding casual employees,,,,,,,,,,,,,,
126,Diversity of Board of Directors by gender,,,,,,,,,,,,,,
127,GRI 405-1,FY23,FY22,FY21,FY20,,,,,,,,,,
128,Percentage female,0.25,0.25,0.25,0.25,,,,,,,,,,
129,Percentage male,0.75,0.75,0.75,0.75,,,,,,,,,,
131,Diversity of Board of Directors by age,,,,,,,,,,,,,,
132,GRI 405-1,FY23,FY22,FY21,,,,,,,,,,,
133,Percentage under 36 years,0,0,0,,,,,,,,,,,
134,Percentage 36-55 years,0.375,0.375,0.375,,,,,,,,,,,
135,Percentage over 55 years,0.625,0.625,0.625,,,,,,,,,,,
137,Diversity of employees by gender (12),,,,,,,,,,,,,,
138,GRI 405-1,FY23,FY22,FY21,FY20,FY19,FY18,,,,,,,,
139,Percentage of female employees,0.1844,0.1904,0.199292,0.165055,0.147541,0.131,,,,,,,,
140,Percentage of male employees,0.8156,0.8096,0.800708,0.834945,0.852459,0.869,,,,,,,,
141,(12) % of all employee types as at 30/06/2023,,,,,,,,,,,,,,
142,Diversity of employees by age,,,,,,,,,,,,,,
143,GRI 405-1,FY23,FY22,FY21,,,,,,,,,,,
144,Percentage of employees under 36 years,0.3611,0.37,0.3692,,,,,,,,,,,
145,Percentage of employees 36-55 years,0.4956,0.49,0.4937,,,,,,,,,,,
146,Percentage of employees over 55 years,0.1433,0.14,0.1371,,,,,,,,,,,
148,Local employment,,,,,,,,,,,,,,
149,,FY23,FY22,FY21,FY20,FY19,FY18,,,,,,,,
150,% local employment across our operations,0.7262,0.72,0.67,0.65,0.54,0.52,,,,,,,,
152,Employee engagement,,,,,,,,,,,,,,
153,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,
154,% respondents to survey(13),0.51,0.39,0.54,0.53,0.87,,,,,,,,,
155,% employee retention,0.8289,0.82,0.87,0.89,0.82,,,,,,,,,
156,Employee engagement - overall score (14),69,79,78,78,73.5,,,,,,,,,
157,Number of ALO initiatives,76,97,231,197,131,,,,,,,,,
158,"(13) In FY23, the % respondents was based on the pilot of the Your Voice survey",,,,,,,,,,,,,,
159,(14) Refers to Your Voice survey in FY23 and Teamgage Survey for prior years,,,,,,,,,,,,,,
161,Inclusion and Diversity,,,,,,,,,,,,,,
162,,FY23,FY22,FY21,FY20,FY19,FY18,,,,,,,,
163,Female graduate intake (% of total graduate intake),0.28,0.3,0.44,0.62,0.5,0.4,,,,,,,,
164,Female summer vacation interns (% of total vacation interns),0.4118,0.57,0.48,0.64,0.39,0.29,,,,,,,,
165,Indigenous and FirstÃÂ Nation Employees (% of total employee count),0.06,0.06,0.07,0.07,0.048,0.04,,,,,,,,
167,Development and retention,,,,,,,,,,,,,,
168,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,
169,% of people fulfilling their stated development goals,0.797,0.63,0.82,0.75,-,,,,,,,,,
170,No. of enrolments in leadership development program (15),258,274,283,34,60,,,,,,,,,
171,% of roles appointed through succession and internal candidates,0.41,0.41,0.42,0.41,0.33,,,,,,,,,
