Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
24,Labour Hire Male,51,69,69,-,-,-,,1,0,4,46,0,0,
25,Labour Hire Female,11,26,26,-,-,-,,0,0,0,10,1,0,
26,Percentage Contractors,0.254982,0.269293,0.262589,0.276723,0.300313,,,0.03125,0.17301,0.17316,0.444785,0.125,0.253949,
27,Total Workforce,3663,3680,2681,2002,1918,1263,,160,578,924,978,200,823,
28,(1) Evolution supports and has many informal flexible work practices that are not captured in the above figures. Only those arrangements that are formalised have been included.,,,,,,,,,,,,,,
30,Employment level (2),,,,,,FY23,,,,,,,,
31,GRI 102-8,FY23,FY22,FY21,FY20,,Male,Female,,,,,,,
32,Board,8,8,8,8,,6,2,,,,,,,
33,Senior Leaders,21,20,19,18,,18,3,,,,,,,
34,Manager/Superintendents,241,243,186,160,,191,50,,,,,,,
35,Professionals/Supervisors,563,500,362,266,,427,136,,,,,,,
36,Operations,1904,1926,1410,1004,,1589,315,,,,,,,
37,"(2) This section includes data for all employee types (permanent, fixed term and casuals) excluding labour hire & contractors",,,,,,,,,,,,,,
39,Mechanisms for advice and concerns about ethics,,,,,FY23,,,,,,,,,
40,GRI 102-17,FY23,FY22,FY21,,Corruption or Bribery(3),Discrimination or Harassment,Customer Privacy Data,Conflicts of Interest,Money Laundering or Insider Trading,Other,,,,
41,% of employees receiving code of conduct training,1,1,1,,,,,,,,,,,
42,Number of whistleblower complaints,1,4,1*,,0,0,0,0,0,1,,,,
43,% of whistleblower complaints remediated,1,,,,,,,,,1,,,,
44,"* One claim in relation to Cracow, a divested asset and outside of the scope of this report, was investigated and closed in September 2020.",,,,,,,,,,,,,,
45,(3) Types of misconduct drawn from ESG agencies,,,,,,,,,,,,,,
47,Collective bargaining agreements,,,,,,,,,,,,,,
48,GRI 102-41,FY23,FY22,FY21,,,,,,,,,,,
49,% of total employees represented covered by collective bargaining agreements,0.246,0.29,0.38,,,,,,,,,,,
51,Employees that have undergone training in organisational anti-corruption policies and procedures,,,,,,,,,,,,,,
52,GRI 205-2,FY23,FY22,FY21,,,,,,,,,,,
53,% of employees,1,1,1,,,,,,,,,,,
54,% of contractors,1,1,1,,,,,,,,,,,
56,"New employee hires by age group, gender, and region (4)",,,,,,,FY23,,,,,,,
57,GRI 401-1,FY23,FY22,FY21,FY20,FY19,,Corporate,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
58,Total Female New Hires,145,129,104,100,93,,27,16,40,33,7,22,,
59,Female under 36 years,87,71,72,62,64,,10,11,28,22,2,14,,
60,Female 36-55 years,54,53,28,34,23,,16,5,11,10,5,7,,
61,Female over 55 years,4,5,4,4,6,,1,0,1,1,0,1,,
62,Total Male New Hires,496,345,207,238,299,,35,73,81,171,19,117,,
63,Male under 36 years,259,184,119,116,158,,20,35,45,97,11,51,,
64,Male 36-55 years,197,113,70,100,117,,11,34,29,64,5,54,,
65,Male over 55 years,40,48,18,22,24,,4,4,7,10,3,12,,
66,Total New Hires,641,474,311,338,392,,62,89,121,204,26,139,,
67,"(4) This section includes data for all employee types (permanent, fixed term and casuals) excluding labour hire & contractors",,,,,,,,,,,,,,
69,"New employee hire rate (5) by gender, and region",,,,,,,FY23,,,,,,,
70,GRI 401-1,FY23,FY22,FY21,FY20,FY19,,Corporate,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
71,Total female new hire rate,0.057,0.05,0.056707,0.069061,0.0693,,0.1862,0.1103,0.2759,0.2276,0.0483,0.1517,,
72,Total male new hire rate,0.1951,0.13,0.112868,0.164365,0.222802,,0.0705,0.1472,0.1633,0.3448,0.0383,0.2359,,
73,Total New Hire Rate,0.2521,0.18,0.169575,0.233425,0.292101,,0.0967,0.1388,0.1888,0.3183,0.0406,0.2168,,
74,(5) New hire rate is calculated as the number of new hires for the year over the average number of employees for the year (all employees),,,,,,,,,,,,,,
76,New employee hire by management level (6),,,,,,,,,,,,,,
77,GRI 401-1,FY23,,,,,,,,,,,,,
78,Board,0,,,,,,,,,,,,,
79,Senior Leaders,6,,,,,,,,,,,,,
80,Manager/Superintendents,30,,,,,,,,,,,,,
81,Professionals/Supervisors,230,,,,,,,,,,,,,
82,Operations,375,,,,,,,,,,,,,
83,(6) Management level is determined by Band classification,,,,,,,,,,,,,,
