Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
59,,102.0,General Disclosures,102-52,Reporting cycle,"Annual, released in conjunction with Annual Report",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
60,,102.0,General Disclosures,102-53,Contact point for questions regrading the report,esgreporting@evolutionmining.com,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
61,,102.0,General Disclosures,102-54,Claims of reporting in accordance with the GRI Standards,The GRI Standards are adopted in preparing the sustainability reports.\t,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
62,,102.0,General Disclosures,102-55,GRI content index,"As required by the GRI Standards, ENP provides an index that specifies each GRI Standard used and lists all disclosures included in the report. ENV's GRI Index is based on various sources of information.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
63,,102.0,General Disclosures,102-56,External assurance,"The Board has reviewed ENV's report. This report was prepared by ASX Corporate Governance Council's Corporate Governance Principle 5, which is to be 'factual, complete, balanced (disclosing both positive and negative information) and expressed clearly and objectively.\t",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
64,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Stakeholder Engagement,,,Evolution Mining,2023.0,"What is vital to ENV's stakeholders is essential to us as it informs our strategic objectives and helps us to deliver against our obligations. It requires ongoing and effective engagement, where ENV provides transparent and timely information, listens, and actively encourages all stakeholders' feedback.",,,,19,,,"Stakeholder engagement, customers, suppliers","8, 9, 16",G,,,,,,,,,,,,,,,
65,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Crisis Response,,,Evolution Mining,2023.0,An established risk-based Crisis Management and Business Continuity approach is in place to identify potential incidents that could significantly disrupt operations. The effectiveness of relevant controls is regularly assessed to mitigate the likelihood and consequences of any likely events.,,,,37,,,"Crisis Response, Crisis Management, Business Continuity","8, 9",G,,,,,,,,,,,,,,,
66,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Sustainable Procurement,,,Evolution Mining,2023.0,ENV recognizes the influential role of sustainable procurement in shaping suppliers' sustainability performance and business conduct. This acknowledgment reflects ENV's commitment to positively impacting communities through a thoughtful approach to sourcing necessary goods and services for the business.,,,,42,,,"Sustainable procurement, suppliers' sustainability, supplier","9, 16, 17",G,,,,,,,,,,,,,,,
67,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Cultural Heritage Approach,,,Evolution Mining,2023.0,"ENV respects the rights and role of First Nation Partners and Indigenous Peoples, honouring environmental and cultural heritage as a responsibility. ENV is committed to preserving Indigenous cultural heritage through collaborative efforts.",,,,77,,,"Cultural Heritage, rights, collaborative","16, 17",S,,,,,,,,,,,,,,,
68,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Tailings Management,,,Evolution Mining,2023.0,"ENV is committed to responsible tailings management aligned with global best practices for safety, the environment, and communities. This commitment extends throughout all phases of the facility lifecycle.",,,,114,,,"Tailings Management, Tailings, Environment","9, 11, 13, 14, 15",E,,,,,,,,,,,,,,,
69,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Environmental Compliance,,,Evolution Mining,2023.0,"Environmental events, including potential non-conformance to license provisions, undergo assessment based on their actual or potential environmental and regulatory consequences. The tracking of environmental incidents is determined by factors such as spill volume, incident location (onsite or offsite), potential or actual environmental impacts, and legal obligations, using a scale from Very Minor to Extreme in alignment with the Evolution RAM.",,,,116,,,"Environmental Compliance, Sustainability, Climate Change","9, 11, 13, 16",E,,,,,,,,,,,,,,,
70,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Hazardous Chemicals Management,,,Evolution Mining,2023.0,"Recognizing the need to ensure hazardous chemicals are managed through their lifecycle by risk management principles. ENV avoids risks to human health, ecosystems, and environmental values.",,,,119,,,"Hazardous Chemicals Management, Protection, Site Management","9, 11, 13, 14",E,,,,,,,,,,,,,,,
71,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Mine Closure: Rehabilitation,,,Evolution Mining,2023.0,"ENV's mine closure plans aim to restore the environment where mining activities occur to a long-term sustainable state. It may involve returning it to a condition similar to pre-mining or one suitable for another use, aligning with relevant stakeholder engagement outcomes.",,,,121,,,"Rehabilitation, Environment, Stakeholder","9, 11, 13",E,,,,,,,,,,,,,,,
72,,103.0,Management Approach,103-02,The management approach and its components,,Stakeholder Engagement Performance Standard,,,Evolution Mining,2023.0,"The Stakeholder Engagement Performance Standard facilitates a consistent approach to engaging with communities, First Nation Partners, employees, contractors, suppliers, and other stakeholders. Each operation maintains a systematic stakeholder mapping process.",,,,19,,,"Stakeholder Engagement Performance Standard, Stakeholder, Evaluation","8, 9, 16",G,,,,,,,,,,,,,,,
73,,103.0,Management Approach,103-02,The management approach and its components,,Risk-based Crisis Management and Business Continuity Approach,,,Evolution Mining,2023.0,"Risk-based Crisis Management and Business Continuity approach to identify incidents that can significantly disrupt the operation. The control measures outlined incorporate the organizational responsibilities, the available internal and external resources, and the communication, escalation and training requirements, supported by transparent processes, guidelines, and procedures to manage the crisis effectively.",,,,37,,,"Risk-based, Crisis Management, \nBusiness Continuity","8, 9",G,,,,,,,,,,,,,,,
74,,103.0,Management Approach,103-02,The management approach and its components,,Risk-based approach,,,Evolution Mining,2023.0,"Using good practice across standard processes, a risk-based approach is applied to manage cyber-related security risks. Evolution leverages leading frameworks such as the National Institute of Standards and Technology (NIST).",,,,40,,,"Risk-based approach, cyber, security risk","8, 16",G,,,,,,,,,,,,,,,
75,,103.0,Management Approach,103-02,The management approach and its components,,Holistic Risk Management Approach,,,Evolution Mining,2023.0,ENV adopts a holistic and iterative risk identification and management approach to ensure a healthy and safe working environment. ENV applies risk management principles to eliminate risks where reasonably practicable and within agreed risk tolerability levels.,,,,51,,,"Holistic Risk Management Approach, risk management, risk","3, 8, 9",S,,,,,,,,,,,,,,,
76,,103.0,Management Approach,103-02,The management approach and its components,,Social Responsibility\nPerformance Standards,,,Evolution Mining,2023.0,"ENV operates by our Social Responsibility Performance Standards. It involves establishing formal procedures, processes, and grievance mechanisms related to Indigenous community engagement, economic inclusion, and cultural heritage conservation while meeting and exceeding applicable legislative requirements.",,,,75,,,"Social Responsibility Performance Standards, Community, Evaluation","16, 17",S,,,,,,,,,,,,,,,
77,,103.0,Management Approach,103-02,The management approach and its components,,Cultural Heritage Management Plans,,,Evolution Mining,2023.0,"Before any development, ENV conducts archaeological and ethnographic assessments to ensure the identification of Traditional Owners and the protection of cultural and heritage rights. In cases where significant archaeological and cultural heritage are present in or around the operations, ENV implements Cultural Heritage Management Plans.",,,,77,,,"Cultural Heritage, Management Plans, Cultural","16, 17",S,,,,,,,,,,,,,,,
