Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
88,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,The Company's economic performance for FY23 was positive. The Group achieved a statutory net profit after tax of $163.5 million for the year ended June 30 2023 (June 30 2022: $323.3 million). The underlying net profit after tax was $205.0 million for the year (June 30 2022: $274.7 million).,,,,Evolution Mining,2023.0,,,,,,189,,,,,,,,,,,,,,,,,,,
89,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,New/upgraded assets,,,Evolution Mining,2023.0,Contingency plans are embedded in ENV's operations where seasonal weather interrupts operations. ENV ensures potential climate impacts are considered in its design and construction of new/upgraded assets.,,,GRI Index,,,,"New asset, upgraded asset, climate impact","8, 9, 13","E, G",,,,,,,,,,,,,,,
90,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,ENV ensures potential climate impacts are considered in its design of the remuneration packages,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
93,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
96,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,"In FY23, $261 million was spent directly with local and regional suppliers. These include $230 million with local suppliers, a 73% increase compared to FY22.",,,,Evolution Mining,2023.0,,,,,,103,,,,"S, G",,,,,,,,,,,,,,,
97,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,Misstatements may arise due to fraud or error. They are considered material individually or in the aggregate; they could influence the economic decisions of users based on the financial report.,,,,Evolution Mining,2023.0,,,,,,273,,,,,,,,,,,,,,,,,,,
98,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Employees training on Code of Conduct,,,Evolution Mining,2023.0,"The Code of Conduct is regularly reviewed to ensure it remains on par with industry standards, regulatory amendments and the operating environment. 100% of employees have received training on EVN's Code of Conduct.",,,GRI Index,,94,,"Employees, Training, Code of Conduct","8, 9",S,,,,,,,,,,,,,,,
99,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Anti-bribery and corruption training,,,Evolution Mining,2023.0,"Anti-bribery and corruption training is provided to all employees. ENV expect contractors, suppliers and business partners to comply and monitor training compliance with the Anti-Bribery and Corruption Policy, which is included in the Supplier Code of Conduct",,,GRI Index,39,,,"Anti-bribery and corruption training, corruption, governance","8, 16",G,,,,,,,,,,,,,,,
100,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Anti-Bribery and Corruption Policy,,,Evolution Mining,2023.0,"ENV's Anti-Bribery and Corruption Policy extends across all its businesses and activities. It applies to Evolution Directors, officers, employees, labour hire contractors, and consultants working for or for its subsidiaries. Comprehensive anti-bribery and corruption training is provided to all ENV employees.",,,GRI Index,39,,,"Anti-Bribery, Corruption, Policy","8, 16",G,,,,,,,,,,,,,,,
101,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,"All reported non-compliance or potential non-compliance incidents are taken seriously, reviewed, and investigated. In FY23, there were no reported incidents\nof corruption.",,,,Evolution Mining,2023.0,,,,GRI Index,,95,,,,,,,,,,,,,,,,,,,
102,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices","ENV has an Anti-Bribery and Corruption Policy, which extends across all businesses and activities and applies to Evolution employees. Zero legal actions for anti-competitive behaviour, anti-trust and monopoly practices to report in FY23.",,,,Evolution Mining,2023.0,,,,GRI Index,,95,,,,,,,,,,,,,,,,,,,
103,,207.0,Tax,207-01,Approach to tax,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,,207.0,Tax,207-02,"Tax governance, control, and risk management",,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
105,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
106,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
109,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
110,,302.0,Energy,302-01,Energy consumption within the organization,"Evolution has a significant energy consumption footprint, primarily driven by reliance on fossil fuels. Resulting in a total energy consumption of 6,819,047 GJ.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
111,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
112,,302.0,Energy,302-03,Energy intensity,"In FY23, the Company achieved improved energy efficiency, generating the same output with reduced energy consumption. Key indicators include electricity intensity at 0.047 MWh/t, energy intensity per tonne of ore processed at 0.33 GJ/t, and energy intensity per gold ounce produced at 10.47 GJ/oz.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
113,,302.0,Energy,302-04,Reduction of energy consumption,,Transition to 100% renewables,,,Evolution Mining,2023.0,"In line with ENV's aim to reduce energy consumption while enhancing operational productivity, ENV's key levers and actions include a transition to 100% renewables and low-emission sources, with a medium-term target of >30% renewables by 2030, Investment in low-emissions technologies focused on electrification of fleet and equipment, and Biodiversity investment and Management.",,,,,154,,"Renewables, low-emission, energy","8, 9, 13",E,,,,,,,,,,,,,,,
114,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
115,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,Stakeholder-Informed Water Strategy,,,Evolution Mining,2023.0,"ENVs acknowledge water as a valued and shared resource. ENV's water strategy is informed by stakeholder engagement. It focuses on optimizing water consumption, reliance on freshwater, maximizing reuse of mine-affected water to reduce competition in external raw water demand with agricultural and other industries and communities, and minimizing the potential for operational impacts on water quality.",,,GRI Index,,,,"Stakeholder-Informed Water Strategy, Stakeholder Involvement, Water","13, 14",E,,,,,,,,,,,,,,,
116,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
