Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
166,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Global Inclusion & Diversity Committee,,,Evolution Mining,2023.0,"Implemented a Global Inclusion & Diversity Committee co-led by two senior leadership members, including representatives across all sites. A focus for FY23 was understanding the structural barriers for females and other minorities across the organization.",,,,66,,,"Global Inclusion, Diversity Committee, Employment","8, 9",S,,,,,,,,,,,,,,,
167,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,,,,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
168,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,0 operations identified as having significant risk for the right to freedom of association and collective bargaining.,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
171,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,"During FY23, there were no incidents of child labour at any of ENV's operations. None of ENV's operations represents a significant risk in this respect.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
172,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,"During FY23, there were no incidents of forced labour at any of ENV's operations. None of ENV's operations represents a significant risk in this respect.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
173,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,"During FY23, ENV's owned or operated sites had yet to employ security forces.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
174,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,"During FY23, there were no violations involving indigenous peoples' rights.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
175,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,Grievance mechanisms,,,Evolution Mining,2023.0,"Risk assessments are conducted on an ongoing basis. Grievance mechanisms are in place at the operations to record, address, and respond to social, environmental, and human rights grievances.",,,GRI Index,,,,"Grievance mechanisms, Grievance, Human rights",8,S,,,,,,,,,,,,,,,
176,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,Modern Slavery Business Guide,,,Evolution Mining,2023.0,Evolution developed a Modern Slavery Business Guide in FY21. The guide sets out the approach adopted by Evolution in its business activities to manage the potential risk of modern slavery occurring in vendor supply chains.,,,GRI Index,,,,"Modern Slavery Business Guide, Modern Slavery, Prevention",8,S,,,,,,,,,,,,,,,
177,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
178,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Impact assessments,,,Evolution Mining,2023.0,"A total of 40% of sites have formal social impact assessments in place, while all sites have formal community plans with completed actions. All current production assets that required community consultation reached 100%. Additionally, there are 3 development projects currently in the process of community consultation.",,,GRI Index,,,,"Communities, social impact, assessment","8, 17",S,,,,,,,,,,,,,,,
179,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Local Employment,,,Evolution Mining,2023.0,ENV prioritize employing a workforce from the local communities where we operate. It ensures that the economic benefits of employment remain within those communities.,,,,86,,,"Local Employment, Local People, Local Communities","9, 17",S,,,,,,,,,,,,,,,
180,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Cultural competency improvement,,,Evolution Mining,2023.0,ENV is committed to increasing its cultural competency and capability. The organization aims to be a leader who listens to and respects Indigenous communities across Australia and Canada.,,,,76,,,"Cultural competency, Indigenous Community, Respect","8, 9",G,,,,,,,,,,,,,,,
181,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,,,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
182,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,"Operations with significant actual and potential negative impacts on local communities recorded 5 community grievances or complaints. At the end of the year, 85 per cent of these grievances or complaints were resolved, completed, or withdrawn.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,S,,,,,,,,,,,,,,,
183,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,New suppliers screening,,,Evolution Mining,2023.0,"New suppliers screened using social criteria showed that 0% of total suppliers assessed had human rights risks identified. In FY23, no actual modern slavery risks were found in ENV's supply chain. However, one incident of potential modern slavery was identified and investigated, with no further action required.",,,GRI Index,,,,"New suppliers, Supplier, Social criteria","8, 17",S,,,,,,,,,,,,,,,
184,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,"A metric has yet to be defined to assess the impact on society in the supply chain. Following the monthly screening outcome of the third parties, the site procurement teams apply their risk management process, which is informed by the result of the screening risk calculator, when engaging with suppliers during maintenance, planned engagement and contractual reviews.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
185,,415.0,Public Policy,415-01,Political contributions,ENV did not contribute to spending for political campaigns or political organizations.,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,G,,,,,,,,,,,,,,,
186,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
188,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
189,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
191,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
192,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,Zero significant fines or non-compliance with laws and regulations in the social and economic area.,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,"S, G",,,,,,,,,,,,,,,
195,,,Total disclosure,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,Total no of reported disclosure over maximum disclosure (source:GRI index),82/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
