Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
14,,102.0,General Disclosures,102-12,External initiatives,,Electric Mine Consortium,,,Evolution Mining,2023.0,"ENV collaborates with partners, supply chain associates, and value chain partners to identify opportunities for reducing emissions. ENV's engagements include membership in the Electric Mine Consortium and Sustainability Advantage.",,,GRI Index,,149,,"Electric mine consortium, associates, membership",17,G,,,,,,,,,,,,,,,
15,,102.0,General Disclosures,102-12,External initiatives,,Net Zero Emissions Leadership Accelerator Pilot,,,Evolution Mining,2023.0,"Through our partnership, ENV has upskilled and prepared our team to lead while offering support to navigate dynamic ESG management aspects, including climate risks and circular economies. This collaboration resulted in ENV being recognized as a Sustainability Advantage Partner during the 2023 Recognition Event, celebrating achievements and acknowledging our commitment and actions.",,,GRI Index,,,,"Net Zero Emissions, ESG, climate risks",17,E,,,,,,,,,,,,,,,
16,,102.0,General Disclosures,102-12,External initiatives,,Work 180,,,Evolution Mining,2023.0,"ENV implemented a proactive sourcing model that enhances engagement and talent acquisition, leveraging technology platforms like LinkedIn and Work180 to promote Evolution and specific opportunities. This strategic approach aims to increase the utilization of these platforms for talent acquisition and promote the Company more effectively.",,,GRI Index,,124,,"Work 180, technology, talent acquisition",17,G,,,,,,,,,,,,,,,
17,,102.0,General Disclosures,102-12,External initiatives,,International Cyanide Management Code,,,Evolution Mining,2023.0,"All operations have specific management plans and guidelines. Cyanide destruction systems are adopted to reduce the concentration of cyanide discharged to the facilities, and Cowal and Red Lake have been recertified against the International Cyanide Management Code.",,,GRI Index,,,,"International Cyanide Management Code, Cyanide, management plan",17,G,,,,,,,,,,,,,,,
18,,102.0,General Disclosures,102-13,Membership of associations,"ENV's involvement with memberships and industry associations helps us stay current and aligned with public policy, emerging sectors, and sustainability trends. It also enables us to stay informed about regulatory updates, stakeholder interests, and the sharing of industry best practices.",,,,Evolution Mining,2023.0,,,,,,92,,,,,,,,,,,,,,,,,,,
19,,102.0,General Disclosures,102-14,Statement from senior decision-maker,,Portfolio assets evaluation,,,Evolution Mining,2023.0,"ENV's strategic focus involves concentrating exclusively on Tier 1 jurisdictions, managing a high-quality asset portfolio, and making courageous long-term decisions to enhance portfolio quality. The evaluation of the portfolio's quality is based on critical metrics such as mine life, operating costs, and margin.",,,,,13,,"Quality portfolio assets, asset portfolio, Tier 1 jurisdictions","9, 12",E,,,,,,,,,,,,,,,
20,,102.0,General Disclosures,102-15,"Key impacts, risks, and opportunities",,Training and communications,,,Evolution Mining,2023.0,"ENV remains vigilant against the risks of accidental or illegal access, corruption, disruption to business operations, theft of intellectual and other property, and damage that poses significant financial, reputational, and psychosocial future impacts to Evolution. Regular awareness training and communications are provided to the workforce to identify and manage potential cyber threats.",,,,,94,,"Training and communications, training, workforce",9,G,,,,,,,,,,,,,,,
21,,102.0,General Disclosures,102-16,"Values, principles, standards, and norms of behavior","ENV has implemented comprehensive communication and training programs to ensure all workers can step back and know how they conduct their duties. It includes incorporating the Code of Conduct as a fundamental part of contractual agreements with consultants, advisors, and contractors.",,,,Evolution Mining,2023.0,,,,,,96,,,,,"1, 2, 3, 4, 5, 6, 10",,,,,,,,,,,,,,
22,,102.0,General Disclosures,102-17,Mechanisms for advice and concerns about ethics,,Whistleblower Policy,,,Evolution Mining,2023.0,A framework has been established for individuals to raise concerns about potential or actual unacceptable conduct. The process is managed by an external third party in conjunction with the People and Culture department.,,,,,95,,"Whistleblower Policy, framework , protection",16,G,"1, 2, 10",,,,,,,,,,,,,,
23,,102.0,General Disclosures,102-18,Governance structure,"ENV's governance structure enables ongoing opportunity identification and improvement reflecting the transitional risks associated with emissions, which includes managing a dynamic reporting environment. It is aligned with the Paris Agreement framework (and associated Greenhouse Gas (GHG) Protocols.",,,,Evolution Mining,2023.0,,,,,,149,,,,,10,,,,,,,,,,,,,,
24,,102.0,General Disclosures,102-19,Delegating authority,"Delegation of authority begins with shareholders. Shareholders are the company's owners and have the right to oversee its activities; the board of directors can then delegate authority to board committees, such as the nominating and remuneration committee, the audit committee, and the risk and sustainability committee. These committees are responsible for overseeing specific areas of the company's activities. The board of directors can delegate authority to the company's management.",,,,Evolution Mining,2023.0,,,,GRI Index,,91,,,,,10,,,,,,,,,,,,,,
25,,102.0,General Disclosures,102-20,"Executive-level responsibility for economic, environmental, and social topics","Under ENV's Sustainability portfolio, Fiona Murfitt serves as the ESG manager, overseeing economic aspects, while Lawrie Conway, ENV's CFO and Finance Director, manages financial matters. In People and Culture, Paul Eagle, ENV's Vice President of People and Culture, takes the lead, and Evan Elstein holds the position of Company Secretary and Vice President of IT, responsible for Corporate Governance.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,10,,,,,,,,,,,,,,
26,,102.0,General Disclosures,102-21,"Consulting stakeholders on economic, environmental, and social topics","The Board delegates the detailed work of this task to the Risk and Sustainability Committee, which oversees the adequacy and content of risk reporting by management. Regular reports (at least three times per year) are prepared to support understanding the hazards and risks relevant to the business, including the associated controls in place to manage the risk to reasonably practicable.",,,,Evolution Mining,2023.0,,,,,,,14,,,,,,,,,,,,,,,,,,
27,,102.0,General Disclosures,102-22,Composition of the highest governance body and its committees,"The Board of Directors, supported by its 3 Sub Committees, is the highest governance body in the organization.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
28,,102.0,General Disclosures,102-23,Chair of the highest governance body,Mr Klein is the Executive Chair of the Company.,,,,Evolution Mining,2023.0,,,,,,,4,,,,,,,,,,,,,,,,,,
29,,102.0,General Disclosures,102-24,Nominating and selecting the highest governance body,"When considering Board appointments, ENV ensures thorough checks on candidates' character, education, qualifications, criminal record, and bankruptcy history. Additionally, ENV provides sufficient information to shareholders during elections, enabling them to decide whether to elect or re-elect a candidate as a Director.",,,,Evolution Mining,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,
30,,102.0,General Disclosures,102-25,Conflicts of interest,"ENV's Board ensures that directors, executives, and employees exercise sound judgment, understand the code of conduct, and comply with rules for reporting conflicts of interest. They also emphasize seeking guidance from the Executive Chairman and the Company Secretary regarding potential conflicts of interest.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
31,,102.0,General Disclosures,102-26,"Role of highest governance body in setting purpose, values, and strategy","The Board maintains three subcommittees, including the Risk and Sustainability Committee, which convenes at least three times annually. This committee is designed to advise and support the Board of Directors on all matters related to ENV's sustainability, group-level risk appetite, risk management, and mitigation of all material risks arising from the company's activities.\n",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
32,,102.0,General Disclosures,102-27,Collective knowledge of highest governance body,,Training approach: ''The Why'' value,,,Evolution Mining,2023.0,"ENV's approach to training includes building the value of Ã¢ÂÂthe whyÃ¢ÂÂ. This training is complemented by communication campaigns, community sessions where appropriate, and Site-specific performance improvement, capability programs and cultural initiatives.",,,,,110,,"Training, communication, ''The Why'' value",4,G,,,,,,,,,,,,,,,
33,,102.0,General Disclosures,102-28,Evaluating the highest governance body's performance,,Governance development,,,Evolution Mining,2023.0,"ENV monitors governance developments to ensure our practices remain current and appropriate and support our high standards of governance and stewardship. The Board conducts a formal assessment of board and committee effectiveness, as well as the contribution of individual directors.",,,GRI Index,,,,"Governance development, Governance, stewardship","9, 16",G,,,,,,,,,,,,,,,
34,97.0,102.0,General Disclosures,102-29,"Identifying and managing economic, environmental, and social impacts",,Climate Risk Position Statement,,,Evolution Mining,2023.0,"ENV's Climate Risk Position Statement identifies material physical climate-related risks and mitigation strategies, primarily affecting the business mid to long-term. Recognizing the variable impacts on value chain segments, such as Management, Community, Inbound Supply, Operations, Distribution, Marketing, & Sales, ENV actively manages these risks and their impacts across the entire value chain.",,,,95,,,"Climate Risk Position Statement, climate-related risks, mitigation","9, 16",E,,,,,,,,,,,,,,,
35,,102.0,General Disclosures,102-30,Effectiveness of risk management processes,,Integrated Risk Management Framework,,,Evolution Mining,2023.0,"ENV's Integrated Risk Management Framework is based on ISO 31000 Risk Management Guidelines and includes risk identification, analysis, monitoring, mitigation and reporting. The approach and related processes consider a broad spectrum of stakeholders and potential internal and external risk exposures.",,,GRI Index,,91,,"Integrated Risk Management Framework, Risk Management, ISO 31000","9, 16",G,,,,,,,,,,,,,,,
36,,102.0,General Disclosures,102-30,Effectiveness of risk management processes,,The Risk and Sustainability Committee,,,Evolution Mining,2023.0,"The primary responsibility of the Risk and Sustainability Committee is to oversee the Company's risk management systems, sustainability programs and mitigating controls on behalf of the Board and regularly provide a report of its activities to the Board.",,,GRI Index,,91,,"Risk and Sustainability Committee, climate change, environment","9, 16","E, G",,,,,,,,,,,,,,,
37,,102.0,General Disclosures,102-31,"Review of economic, environmental, and social topics","Against a backdrop of numerous interest rate rises and inflation still above most central banks' target of ~2%, the case for gold remains strong. As one of the world's lowest-cost gold producers, coupled with significant copper output, Evolution is uniquely positioned to benefit from the current economic environment.",,,,Evolution Mining,2023.0,,,,,,13,,,,,,,,,,,,,,,,,,,
38,,102.0,General Disclosures,102-32,Highest governance body's role in sustainability reporting,"The Board's Risk and Sustainability Committee reviews sustainability, health, safety and environmental performance three times a year. The Board approves the Annual Sustainability Report via the Risk and Sustainability Committee.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,,,,,,,,,,,,,,,,
