Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
34,,,Employment diversity,Diversity of Total Employees by employment type,Diversity of Total Employees by employment type:\n- Permanent Full Time\n- Permanent Part Time\n- Fixed-term Full Time\n- Fixed-term Part Time\n- Casual Employees,Effective date is 30 June 2023\n\n\n,count,"Count of employees (excluding CEO) by employment type, with a breakdown of this total by gender and the following categories:\nPermanent Full Time\nPermanent Part Time\nFixed-term Full Time\nFixed-term Part Time\nCasual Employees",
35,,,Employment diversity,Diversity of total employees by age,"Percent of employees (excluding CEO) in each age category, as proportion of total employees: \n- under 30\n- 30-49 years\n- 50+ years \n",Effective date is 30 June 2023\n,%,Percent of employees (excluding CEO) in each age category: under 30; 30-49 years; 50+ years as proportion of total employees.,
36,,,Employee turnover,Total employee turnover,Proportion of total of employees that ceased employment from APA within the reporting period.,Reporting period is 1 July 2022 to 30 June 2023,%,Total Departures (voluntary and involuntary) for reporting period divided by Average Employee Headcount,
37,,,Employee turnover,Total voluntary employee turnover,Proportion of total of employees that voluntarily resigned from APA within the reporting period.,Reporting period is 1 July 2022 to 30 June 2023,%,Total Resignations for the reporting period divided by Average Employee Headcount,
38,,,New employment,New employee hires,"Total number of new employees that commenced employment during the reporting period, with a percentage breakdown of this total by:\n- age group (under 30; 30-49 years; 50+ years)\n- gender (Male; Female)\n- APA division.",Reporting period is 1 July 2022 to 30 June 2023,count,"Count of new employees that commenced employment during the reporting period, with a percentage breakdown of this total by age group (under 30; 30-49 years; 50+ years), gender (Male; Female) and APA division.",
39,,,Employee benefits,Parental Leave,Total number of individuals directly employed by APA on a permanent or fixed-term arrangement and paid via APA payroll that accessed either paid or unpaid parental leave.,Reporting period is 1 July 2022 to 30 June 2023,count,Count of individuals directly employed by APA on a permanent or fixed-term arrangement and paid via APA payroll that accessed either paid or unpaid parental leave.,
40,,,Labour / management relations,Employees covered by collective bargaining agreements,Proportion of total APA employees who are employed under a collective bargaining agreement.,Effective date is 30 June 2023,%,Total number of APA employees who are employed under a collective bargaining agreement divided by Total number of APA employees.,
41,,,Training & education,Workforce training hours delivered,Total number of hours of APA applicable training delivered to APA Workforce (Employees and Contingent Workers),"Reporting period is 1 July 2022 to 30 June 2023\n\nIncludes:\nMandatory APA Compliance Training: defined as the suite of nine APA compliance courses required to be completed by all APA employees. These include APA HSE Induction, APA Orientation Induction, Fair Treatment, APA Environmental Induction, Alcohol and Other Drugs at APA, IT Induction & APA Cybersecurity Awareness, Risk Fundamentals & Code of Conduct\n\nRole-specific Training - defined as training which is directly related to providing skills and knowledge to perform a role competently, in accordance with any relevant APA Competency matrix and/or business requirement. \n\nOther Training - defined as all courses undertaken which do not sit within the definition of Mandatory APA Compliance Training or Role-specific Training. This training is likely to be undertaken to support professional development.",hours,Sum of Ã¢ÂÂCredit HoursÃ¢ÂÂ allocated per course (not time spent completing course)\n\nIncludes:\nMandatory APA Compliance Training\nRole Specific\nOther Training\n\nExcludes:\nOn-the-job learning (including Apprentice/Trainee Tafe attendance)\nWorkplace practice and evidence gathering\nWorkplace assessment activities,
42,,,Training & education,Average hours of training per workforce member,Average hours of training that the organizationÃ¢ÂÂs Workforce have undertaken during the reporting period,Reporting period is 1 July 2022 to 30 June 2023,hours,Total Workforce Training Hours delivered divided by Total Workforce,
43,,,Training & education,Workforce training hours by type,Total number of hours in the reporting period devoted to specific types of workforce training including:\n- Mandatory APA Compliance Training\n- Role Specific\n- Other Training,"Reporting period is 1 July 2022 to 30 June 2023\n\nIncludes:\nMandatory APA Compliance Training: defined as the suite of nine APA compliance courses required to be completed by all APA employees. These include APA HSE Induction, APA Orientation Induction, Fair Treatment/Respect at Work, APA Environmental Induction, Alcohol and Other Drugs at APA, IT Induction & APA Cybersecurity Awareness, Risk Fundamentals & Code of Conduct\n\nRole-specific Training - defined as training which is directly related to providing skills and knowledge to perform a role competently, in accordance with any relevant APA Competency matrix and/or business requirement. \n\nOther Training - defined as all courses undertaken which do not sit within the definition of Mandatory APA Compliance Training or Role-specific Training. This training is likely to be undertaken to support professional development.",hours,Count of the total hours of APA applicable training delivered to APA Workforce (Employees and Contingent Workers).\n\nIncludes:\nMandatory APA Compliance Training\nRole Specific\nOther Training\n\nExcludes:\nOn-the-job learning (including Apprentice/Trainee Tafe attendance)\nWorkplace practice and evidence gathering\nWorkplace assessment activities,
