Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
14,,,Government assistance,Monetary value of financial assistance received from any government,Total monetary value of financial assistance received by the organisation from any government during the reporting period.,"Fuel Tax Credits - tax credit that is provided to APA for fuel tax included in the price of fuel used in pipeline related machineries\n\nSubsidies Ã¢ÂÂ a wage subsidy to support APA to take on new apprentices and trainees, to build a pipeline of skilled workers to support the economy\n\nResearch and development (R&D) claim - R&D claim is a tax incentive that encourages APA to engage in R&D activities benefiting Australia.\n\nARENA grant - grant funding from the Australian Government to improve the competitiveness of renewable energy technologies via the Australian Renewable Energy Agency (ARENA). Disclosed amount excludes GST.",AUD ($),Sum of monetary value of financial assistance received by the organisation from any government during the reporting period.,
15,,,Government ownership,Level of Government ownership,The extent to which any Sovereign Government is directly present in the shareholding structure through percentage of total shares owned by government bodies,"Measured via registry analysis as at 21 June 2023\nExcludes sovereign wealth funds, Government Agency or other indirect ownership mechanisms\nGovernment Agency - these are investment arms run on behalf of a governmental agency. Examples: City of Tampa; Abu Dhabi Investment Authority; Federal Reserve Board of Governors and Ohio Bureau of Worker's Compensation.\nSovereign Wealth Fund - pools of money derived from the reserves of a country that are set aside for investment purposes that will benefit its citizens and economy\n",% of total shares issued,Percentage of shares owned by government bodies that is Sovereign Government directly present in the shareholding structure,
16,,3. Infrastructure,Infrastructure,Total installed power generation capacity,"Total megawatts of all power assets owned, or partially owned by APA. \n\nOfficial name plate generation capacities (as built) for power generation assets","All power assets owned, or partially owned by APA. Includes assets owned but outside APAÃ¢ÂÂs operational control (equity measurement boundary). Including:\nGas generation capacity\nSolar generation capacity\nWind generation capacity\n\nStated generation capacity is for the whole generation facility. Megawatt capacity is not adjusted for the APA equity share ownership proportion of facility",MW,"Sum of megawatts of all power assets owned, or partially owned by APA.",
17,,,Infrastructure,Percentage of installed power generation capacity\n,"Percentage of total generation type (renewable, non-renewable) taken from Total Installed Power Generation Capacity metric","All power assets owned, or partially owned by APA. Includes assets owned but outside APAÃ¢ÂÂs operational control. Stated generation capacity is for the whole generation facility. Megawatt capacity is not adjusted for the APA equity share ownership proportion of facility",%,"Percent of total generation type (renewable, non-renewable) taken from Total Installed Power Generation Capacity metric. For example: Total Renewable Power Generation Portfolio Share = (Sum [Absolute Installed Power Generation Capacity: Solar Generation; Wind Generation] divided by Absolute Installed Power Generation Capacity: Total). \n\nPower generated from batteries (e.g. Gruyere PS from batteries)",
18,,,Infrastructure,Gas transported by Gas Transmission Pipelines under APA operational control\n,Measurement of gas transported by Gas Transmission Pipelines under APA operational control. Sourced from the meters measuring gas delivered (delivery meters) for each pipeline as this represents the physical gas transported to end use. Excludes trade points (gas traded between shippers within the asset)\n- Ã¢ÂÂGas TransportedÃ¢ÂÂ is determined by Meter Energy Quantities measured by delivery meters for each pipeline\n,"Relevant mode of transport: gas transmission pipelines only\nIncludes all gas transmission pipeline assets under APAÃ¢ÂÂs operational control during the financial year 1 July 2022 Ã¢ÂÂ 30 June 2023\nOperational control excludes: VTS, DLNG, Mondarra Storage Facility\n",GJ,"Measurement at delivery points is in accordance with American Petroleum Institute (API) Chapter 21.1, Flow Measurement Using Electronic Metering Systems Ã¢ÂÂ Electronic Gas Measurement.\nAssurance of data: Quality of Custody Transfer Meter metering is maintained using several processes:\nPeriodic field verification of measurement equipment against certified standards, typically at 3 monthly intervals\nValidation tests of daily reported metering data occur during daily data processing\nReal time monitoring of system equipment via Supervisory Control and Data Acquisition (SCADA) system with alarming for detected fault conditions\n",
19,,,Infrastructure,Total natural gas delivered (Gas Distribution Pipelines),Measure of gas transported (as throughput) by Gas Distribution Pipelines under APA operational control during the financial year 1 July 2021 Ã¢ÂÂ 30 June 2022,"Relevant mode of transport: Gas Distribution Pipelines only.\n\nGas Distribution Pipelines are defined as the gas pipeline assets operated by the APA Networks Division. These are:\nThe Allgas gas distribution network owned by GDI (EII) Pty Ltd, operated by APA (APA maintains a 20% equity interest in GDI (EII) Pty Ltd)\nThe Tamworth gas distribution network (Central Ranges Network), 100% owned and operated by APA\nAustralian Gas Networks Limited assets, 100% owned assets, operated by APA (assets include: AGN SA; AGN NT; AGN VIC; AGN ALB NSW; AGN NSW; AGN QLD)\nExcludes: throughput delivered via offtake agreements direct from the Central Ranges Pipeline\n",GJ,Gas Ã¢ÂÂthroughputÃ¢ÂÂ is measured at Ã¢ÂÂgate injections for the distribution networkÃ¢ÂÂ\nQA overview of data: gate injection data for the distribution network is assured via daily internal APA monitoring of the National Interval Meter\nData System (NIMDS). For assets in Victoria gate injection data is assured by AEMO.\n,
20,,,Infrastructure,Total electricity delivered,Total amount of power transported in each direction past a single measurement point,"APA operated electricity transmission assets only (Murraylink, Directlink and Basslink) Measurement is raw power transported and is not adjusted for energy consumed and/or lost during delivery",Megawatt hours (MWh),"Power delivered into the relevant transmission network is metered and provided to APA by the Meter Data Agent (third party provider), then internally aggregated\n\nNote: annual variations in total electricity delivered (transported) by APA assets is a function of loading and status of the total interconnected power grid.",
21,,,Asset integrity,Percent complete of annual transmission Intelligent Pigging Program as planned,Percent complete of annual integrity inspection program is determined as at 30 June 2022.,"Percent complete of annual integrity inspection program is determined as at 30 June 2023. Annual integrity inspection program primarily incorporates the use of intelligent pigging techniques. Program priorities are set commensurate to risk, internal policy and asset lifecycle management. The intelligent pigging program excludes assets where pigging is not possible or practicable. Annual program priorities can shift during the financial year. Only planned inspections that have not met a targeted milestone and have not been risk reviewed and approved for reschedule will be identified as Ã¢ÂÂincompleteÃ¢ÂÂ",%,Total percent complete of annual integrity inspection program is determined as at 30 June 2023.,
22,,4. Value Chain,Customers,Total customers served,Total number of parent customers served by APA Group asset divisions who have executed revenue contracts on-foot with APA Group during the Financial Year.,"A customer with multiple contracting subsidiaries is counted as one parent customer\n\nIncludes:\nCustomers with contracts having expired within the Financial Year and new customers within Financial Year\nGas Transmission Division customers includes services from: gas transmission, gas & LNG storage & midstream assets\nPower Assets Division customers (renewables and gas power generation) includes services from Power Assets to customers who may also have Gas Transmission Division contracts\nAsset Management Division (Networks) customers includes services provided to the third party asset owner, not end-users of asset services (e.g. domestic gas users)\n\nExcludes:\nCustomers of assets currently under construction by the Infrastructure Development division.\n",count,Count of number of parent customers served by APA Group asset divisions who have executed revenue contracts on-foot with APA Group during the Financial Year.,
23,,5. Community & Social Performance,Landholder Contact Program (LCP),Landholder contact interactions,Total number of landholder visits conducted as part of the Landholder Contact Program (LCP) across APA operations.,Landholders on gas transmission pipelines and electricity interconnectors. A successful landholder visit includes where information is privately circulated between the multiple contacts for a single land parcel after successful contact with one contact person (all other registered contact points are included as being visited in the count).,count,Sum of number of landholder visits conducted as part of the Landholder Contact Program (LCP) across APA operations.,
