Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
124,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,Our employees must comply with all relevant laws and regulations and the technical and ethical requirements of relevant regulatory and professional bodies. Employees are encouraged to report genuine concerns about modern slavery within our business operations or supply chains.,,,,Steadfast Group,2023.0,,,,,,,,,,,,Modern Slavery Statement,,,,,,,,,,,,,,,
125,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,"Steadfast complies with relevant laws, community expectations, and ethical standards related to human rights and modern slavery regarding our employees and business. Employees are encouraged to report genuine concerns about modern slavery relating to our people, business, or supply chain.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
127,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,Employees undertake annual training supporting our commitment to inclusion.,,,,Steadfast Group,2023.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,
128,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Landcare Australia sponsorship,,,Steadfast Group,2023.0,"As a leader in the environmental sector and in recognition of Landcare Australia's success in improving biodiversity, building resilience in Australia's food and farming systems, and creating stronger communities, Steadfast continued its support of Landcare this year.",,,,,"29, 41",,"Environmental support, Biodiversity, Landcare",13,E,,,,,,,,,,,,,,,,,
130,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Volunteer day program,,,Steadfast Group,2023.0,"Steadfast's volunteer day program encourages our employees to volunteer at a registered charity. All employees can receive a day of paid employment to volunteer. Steadfast employees donated 270 volunteer hours this year, reflecting an 8% participation rate.\t",,,,,"36, 37",,"Volunteer program, Charity support, Employees","1, 10",S,,,,,,,,,,,,,,,,,
131,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Indigenous Talent ID Program,,,Steadfast Group,2023.0,"Underwriting Agencies of Australia (UAA), a Steady business, has been instrumental in building a unique and critically important Indigenous Talent ID Program (ITID) for indigenous athletes offered by the Regional Academies of Sport (RAS) across regional NSW. Annually, the RAS network identifies close to 1,000 talented indigenous athletes and provides approximately 140 fully funded scholarships into RAS sporting programs. The ITID Program is now one of the largest talent identification programs available throughout the Regional Academy network.",,,,,37,,"Indigenous Talent ID Program, Indigenous Relations, Engagement\t","10, 16",S,,,,,,,,,,,,,,,,,
132,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs","The Steadfast Foundation portal is a workplace giving platform that enables Steadfast staff to participate and engage in the Foundation's mission. The portal lets all staff easily participate in regular workplace giving and make pre-tax salary donations. For every dollar donated by staff, Steadfast Group Ltd will match contributions dollar for dollar, capped at an annual total of $100,000.",,,,Steadfast Group,2023.0,,,,,,40,,,,,,,,,,,,,,,,,,,,,
133,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Cultural Walking Tours,,,Steadfast Group,2023.0,"Cultural Walking Tours in Sydney and Melbourne are offered to all employees to provide a deeper and meaningful understanding of Aboriginal cultures, histories, knowledge and rights through cultural learning. Over 90 staff have attended the tours, and we will continue this initiative in FY24.",,,,,37,,"Cultural Walking Tours, Indigenous cultures, Employees","4, 10",S,,,,,,,,,,,,,,,,,
134,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Innovate RAP Action,,,Steadfast Group,2023.0,Build relationship: Build relationships with Aboriginal and Torres Strait Islander peoples and use sphere of influence; Respect: Increase understanding and demonstrate respect by observing cultural protocols; Opportunities:Expand employment pathways and outcomes through recruitment and retention; Governance: Accountability and transparency through reporting RAP achievements.,,,,,37,,"Innovate RAP Action, Engagement, Trust","9, 13",S,,,,,,,,,,,,,,,,,
135,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,"To celebrate National Reconciliation Week, Steadfast was delighted to have the National Indigenous Culinary InstituteÃ¢ÂÂs Alumni Chefs prepare and serve employees lunch featuring native ingredients in the Sydney and Melbourne offices while sharing their knowledge of the foodÃ¢ÂÂs history and traditional uses.",,,,Steadfast Group,2023.0,,,,,,37,,,,,,,,,,,,,,,,,,,,,
136,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,"Steadfast has a formal due diligence process whereby research is conducted to identify, assess, mitigate, and monitor inherent risks before proceeding with new strategic partners, brokers, and businesses. The executive must approve the potential parties before onboarding.\t",,,,Steadfast Group,2023.0,,,,,,50,,,,,,,,,,,,,,,,,,,,,
137,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,Steadfast manages counterparty/outsourcing risk through the following activities: a procurement process for selecting suppliers is performed by the relevant business unit; legal review of supplier contracts; and monitoring of supplier performance by the relevant business unit.,,,,Steadfast Group,2023.0,,,,,,50,,,,,,,,,,,,,,,,,,,,,
138,,415.0,Public Policy,415-01,Political contributions,"No entity within the Steadfast Group may make any donation or other financial contribution to any political party, candidate for an election or recipient controlled by or part or wholly owned by a government organisation or official.",,,,Steadfast Group,2023.0,,,,,,,,,,,,Anti-bribery and corruption policy,,,,,,,,,,,,,,,
139,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Comprehensive policies and procedures,,,Steadfast Group,2023.0,"During the year, we implemented comprehensive policies and procedures to uphold these principles, including developing a security strategy. A range of security process enhancements were undertaken at the Steadfast Head Office. We expanded our Security Operations Centre capabilities. We introduced additional cyber security controls to assess third-party risk in our supply chain and vendor assessment process.\t",,,,,40,,"Cyber security, Data protection, Risk management",9,S,,,,,,,,,,,,,,,,,
145,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Cyber security approach,,,Steadfast Group,2023.0,"Our approach to cyber security is constantly evolving in response to changes in the threat landscape so that we can maintain system availability and support ongoing business operations. Our dedicated technology teams focus on migration, implementation, continued development and support of our core platforms. We have a range of activities to continuously test and assess the resilience and sustainability of our platforms, including cyber awareness training, phishing simulation exercises, penetration tests, vulnerability and patch management, and risk assessments. Business continuity, disaster recovery and crisis management plans are in place and tested at least annually.",,,,,"40, 50",,"Approach, Cyber security, Technology",9,"S, G",,,,,,,,,,,,,,,,,
146,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Third-party risk assessment,,,Steadfast Group,2023.0,We have introduced additional cyber security controls to assess third-party risk in our supply chain and vendor assessment process in response to an increase globally in cyber attacks resulting from vulnerabilities in third-party systems and applications.,,,,,"40, 50",,"Supply chains, risk assessment, third-party",9,"S, G",,,,,,,,,,,,,,,,,
147,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,"We strive to prevent unauthorised Access, data breaches, and other cyber threats by implementing robust security measures.",,,,Steadfast Group,2023.0,,,,,,40,,,,,,,,,,,,,,,,,,,,,
148,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,Total disclosure,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,Total no of reported disclosure over maximum disclosure (source:GRI index),77/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,Average completion rate,0.631148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
