Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
48,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,201.0,Economic Performance,201-04,Financial assistance received from government,"Steadfast recognises that climate change continues to be a global risk and that action is required to reduce emissions over time as adequate solutions are introduced. In recognition of the issues arising from climate change, in December 2022, Steadfast published the first phase of its carbon-neutral transition plan.",,,,Steadfast Group,2023.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,
50,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,"Steadfast has undertaken an independent wage audit conducted by an external law firm for our head office and subsidiaries, and we have updated our staff remuneration and employment agreements by the applicable awards and market rate.",,,,Steadfast Group,2023.0,,,,,,,,,,,,Modern Slavery Statement,,,,,,,,,,,,,,,
51,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Strategic investment in Flame Security International (FSI),,,Steadfast Group,2023.0,"Through our investment in FSI, we want to bring new risk management offerings to the Network brokers and their clients to protect people, structures and the environment from fire threats, insurance coverage challenges and consequent increases in insurance premiums. FSI has developed a range of eco-friendly fire protection solutions. FSI's wildfire and polymer coating products are designed to better protect humans, property, infrastructure, flora and fauna from the ravages of wildfire, which are progressively worsening due to global warming.",,,,,29,,"Investment in FSI, Risk management, Fire protection solutions","9, 11",E,,,,,,,,,,,,,,,,,
53,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,"The Board has declared a fully franked final dividend of 9.0 cents per share (cps), up 15.4% from last year. This takes the total dividend to 15.0 cps (fully franked), up 15.4% in FY22. The Group's strong performance has continued since listing in 2013. Our total shareholder return (TSR) was 22.5% for FY23 and 497.7% since the listing.",,,,Steadfast Group,2023.0,,,,,,2,,,,,,,,,,,,,,,,,,,,,
54,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,"Gifts And Hospitality, Tenders And Procurement, Donations And Sponsorships, Facilitation Payments",,,,Steadfast Group,2023.0,,,,,,,11,,,,,,,,,,,,,,,,,,,,
56,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,Steadfast controls the giving and receiving of gifts and hospitality and trains staff to recognise and avoid bribery or corruption.\t,,,,Steadfast Group,2023.0,,,,,,,11,,,,,,,,,,,,,,,,,,,,
57,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,No material whistleblower incidents were reported during the year.,,,,Steadfast Group,2023.0,,,,,,40,,,,,,,,,,,,,,,,,,,,,
58,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,207.0,Tax,207-01,Approach to tax,"The Company (the head entity) and its wholly-owned Australian subsidiaries have formed an income tax consolidated group under the tax consolidation regime. Consequently, these entities are taxed as a single entity, and their deferred tax assets and liabilities are offset in the consolidated financial statements.",,,,Steadfast Group,2023.0,,,,,,88,,,,,,,,,,,,,,,,,,,,,
60,,207.0,Tax,207-02,"Tax governance, control, and risk management","Steadfast has set a low tolerance for tax risk and seeks to comply with all applicable tax laws, regulations, and disclosure requirements. It also seeks to pay the amount legally required in all jurisdictions in which we operate. The Board oversees tax governance, and the chief financial officer is responsible for tax risk management and ensuring the implementation of SteadfastÃ¢ÂÂs tax risk framework.",,,,Steadfast Group,2023.0,,,,,,,16,,,,,,,,,,,,,,,,,,,,
61,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"The Australian Taxation Office (ATO) publishes total income, taxable income, and tax payables for large taxpayers, with the 2021 financial year being the latest information released. The information published is sourced from the income tax return lodged by Steadfast Group Limited as the head company of the Australian tax consolidated group (which captures only the entities 100% owned by the Group). Total income includes all Australian income, including commission and fee income, investment return and dividends. It does not include business expenses such as commission and fees, salaries or other operating expenses.",,,,Steadfast Group,2023.0,,,,,,123,,,,,,,,,,,,,,,,,,,,,
62,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,302.0,Energy,302-01,Energy consumption within the organization,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,302.0,Energy,302-04,Reduction of energy consumption,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
