Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
88,,306.0,Waste,306-02,Management of significant waste-related impacts,,Electronic waste recycling,,,Steadfast Group,2023.0,"Steadfast recycled 494kg of mixed electronic waste this financial year in our Bathurst Street office. The e-waste recycling service accepts a wide variety of e-waste, such as desktops, laptops, servers, mobile phones, monitors, printers, handheld devices, switches, TVs, modems, speakers, batteries, USB devices, and IT accessories.",,,,,29,,"E-waste recycling, Sustainability, Electronic waste","7, 12",E,,,,,,,,,,,,,,,,,
89,,306.0,Waste,306-03,Waste generated,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,306.0,Waste,306-04,Waste diverted from disposal,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,306.0,Waste,306-05,Waste directed to disposal,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,The GroupÃ¢ÂÂs operations are not subject to any significant environmental regulations under a law of the Commonwealth or State or Territory legislation.,,,,Steadfast Group,2023.0,,,,,,52,,,,,,,,,,,,,,,,,,,,,
93,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,401.0,Employment,401-01,New employee hires and employee turnover,"Our voluntary staff turnover rate was 12.5%, a decrease from 20.7% in FY22 and 3.5% below the insurance industry FY23 benchmark. Our average current employee tenure is four years and eight months with Steadfast.",,,,Steadfast Group,2023.0,,,,,,34,,,,,,,,,,,,,,,,,,,,,
96,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,"Steadfast has a short-term employee incentive plan to increase market competitiveness and attract, retain and motivate our people. The scheme has been designed to ensure goal alignment throughout the business, allowing our people to receive shares in Steadfast. Along with salary and incentive arrangements, Steadfast offers a wide-ranging benefits program for our people, including travel insurance and discounts on a wide range of consumer goods and cars.",,,,Steadfast Group,2023.0,,,,,,34,,,,,,,,,,,,,,,,,,,,,
97,,401.0,Employment,401-03,Parental leave,"We offer paid parental leave at 12 weeksÃ¢ÂÂ full pay. If our people wish, we engage with them while they are on parental leave to maintain a sense of connectedness and ease the transition back to work. Steadfast provides a parentsÃ¢ÂÂ room in our head office as practical support for the increasing number of new parents in our team and to ease their transition back to work.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
98,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,"Our Board receives regular work, health and safety (WHS) reports. We have a committee to provide a forum for our people to suggest initiatives and raise any concerns. In May 2023, Safety Australia Group audited our Workplace Health and Safety management systems and arrangements to find Steadfast compliant.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
100,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Risk management process,,,Steadfast Group,2023.0,"Our risk management process identifies, assesses, evaluates and manages the key business risks. We also have a risk appetite statement, which sets out the type and magnitude of risk the Board is willing to accept to achieve the organisation's objectives. A risk appetite scorecard that tracks performance against the risk appetite statement is presented quarterly to the Audit and Risk Committee.",,,,,49,,"Risk management, Risk appetite, Risk scorecard","9, 16",S,,,,,,,,,,,,,,,,,
101,,403.0,Occupational Health and Safety,403-03,Occupational health services,"Steadfast provides a comprehensive health and well-being program. Some of our initiatives include Annual health assessments and flu shots, Insurance and protection benefits, an annual financial well-being health check, and Access to confidential external Employee Assistance Programs (EAPs) for counselling to support mental health.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
102,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety","Steadfast provides a range of education and awareness of key health and wellbeing issues, including physical fitness, nutrition, mental health and stress management.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
103,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,Steadfast provides training Ã¢ÂÂ 5% of staff have been trained as mental health first aid officers.,,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
104,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,All of our people completed at least one training program in FY23,,,,Steadfast Group,2023.0,,,,,,36,,,,,,,,,,,,,,,,,,,,,
105,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,Leave Swap Policy,,,Steadfast Group,2023.0,We implemented a new Leave Swap Policy this year to support our diversity. This policy allows employees to swap up to three state or federal public holidays each year for another important day.\t,,,,,"32, 35",,"Diversity, Leave policies, Employees","5, 8",S,,,,,,,,,,,,,,,,,
106,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,Additional Leave Purchase Scheme,,,Steadfast Group,2023.0,"Steadfast offers an Additional Leave Purchase Scheme, enabling our people to sacrifice salary to acquire additional annual leave, facilitating a better balance between professional and personal lives.",,,,,"34, 35",,"Leave Purchase Scheme, Employee, Diversity",10,S,,,,,,,,,,,,,,,,,
107,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,403.0,Occupational Health and Safety,403-09,Work-related injuries,"We had no reportable work, health and safety incidents during the financial year.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
110,,403.0,Occupational Health and Safety,403-10,Work-related ill health,"We had no reportable work, health and safety incidents during the financial year.",,,,Steadfast Group,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
111,,404.0,Training and Education,404-01,Average hours of training per year per employee,Average of 9.15 hours per person,,,,Steadfast Group,2023.0,,,,,,36,,,,,,,,,,,,,,,,,,,,,
112,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Steadfast's College of Leadership,,,Steadfast Group,2023.0,"Steadfast's College of Leadership offers our current and future leaders the opportunity to develop by exposing them to forward-thinking, relevant and practical leadership methodology and application. In addition to leadership and management training, our people participate in annual development planning to ensure their continued technical and non-technical development. During the year, 19 Steadfast employees were internally promoted, of whom nine were female.",,,,,36,,"Leadership development, Employee programs, Development Planning","4, 8, 10",S,,,,,,,,,,,,,,,,,
113,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Steadfast's Graduate Development Program,,,Steadfast Group,2023.0,"At Steadfast, we recognise the importance of developing young talent. This year, Steadfast's Graduate Development Program was recognised at The GradAustralia Top 100 Graduate Employers Awards as the Best in Industry (Banking & Financial Services Sector) for Diversity & Inclusiveness. Further demonstrating its success, Steadfast has retained 13 of the 16 graduates participating in our program.",,,,,"36, 38",,"Graduate Development Program, Young Talent, Diversity",4,s,,,,,,,,,,,,,,,,,
