Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
20,Colonnades,Colonnades,4,5.5,4,11940.317033427667,137.88929923640532,101.33120213000001,1827.1378538400304,4143.858732311093,12.369504765778816,59515,0.6872917713223278,324.18,366.17,0.5304121097993771
21,Cranbourne Park,Cranbourne Park,4,3,4.5,9472.983479999999,204.27931692569118,0,1735.1900664903005,5841.48421003,54.47448451351766,23729,0.5117019280740609,357.12,250.79000000000002,0.4125446200917899
22,DFO Brisbane,DFO Brisbane,4,4.5,5.5,8641.7136,332.1308889657558,0,1582.924284396,2626.4819199999997,73.80686421461239,13605,0.522887120950075,198.26,317.61,0.6156783685812317
23,DFO Essendon,DFO Essendon,4,5.5,5.5,5902.350029307782,112.61727145998395,0,1081.1482107433799,429.2877039518829,30.031272389329054,12249,0.23371181838822983,168.03,274.59999999999997,0.6203827124234688
24,DFO Homebush,DFO Homebush,4,5,5,9327.483323999999,330.43958281817373,0,1708.5384391653897,2612.4528413,72.51313067398814,17437,0.6177309361438313,243.08,371.95000000000005,0.6047672471261565
25,DFO Moorabbin,DFO Moorabbin,4,Exempt,Exempt,6346.878570000001,258.7383895703647,190.11320363610002,486.7826039370001,2302.1685126539,36.639977971394345,11000,0.44842866519092894,142.5,236.78,0.6242881248681713
26,DFO South Wharf,DFO South Wharf,3,4,4.5,19921.79038142857,356.7342833710611,66.55100376009999,3412.556833752901,6173.267692078469,90.15377220613493,37671,0.6745647319629904,322.23,405.18,0.5570173629727388
27,DFO Perth,DFO Perth,3,4.5,3.5,4572.376449375,192.68337334070802,20.247376264293752,765.5607447389999,1650.4680879875186,34.121344132502905,23267,0.9804888327012222,47.28,328.81,0.8742854104070833
28,DFO Uni Hill,DFO Uni Hill,Not Applicalbe,0,5.5,9327.831609904679,473.691161290724,0,1708.602235565265,1519.3963445672148,126.31764301085977,4819,0,155.81,139.25,0.47193791093336945
29,Dianella Plaza,Dianella Plaza,4,5.5,3.5,920.1456,53.66344348150654,0,168.54536991600003,3496.24244,10.13642821317346,16465,0.96024867903841,107.75,178.09,0.6230408620207109
30,Eastlands,Eastlands,4,5.5,4,7457.954461500273,222.1851155173112,0,1366.092163599159,736.9930803416681,9.87489402299161,17777,0.5296069879403213,533.01,334.93000000000006,0.38589072977394756
31,Elizabeth,Elizabeth City Centre,4,5,3,15678.984422291665,194.7779775107758,74.3351168,2607.2651331602215,4330.1878157667825,18.114900805050542,49470,0.6145593546070833,488.96,347.91999999999996,0.4157346334002486
32,Ellenbrook Central,Ellenbrook Central,4,4.5,5.5,6940.010090689655,146.69844615476563,42.21115457723793,1121.171982777,7501.567635450796,25.331282543697426,30600,0.6468250613004141,209,155.28,0.42626551004721647
33,Emporium,Emporium Melbourne,3,1,4.5,28526.932605999995,637.2953388662382,412.84874527558,3758.061842066699,6018.109458888421,131.4475316900437,44803,1.0009047752024574,349.36,805.3900000000001,0.6974583243126219
34,Galleria,Galleria,4,4,4,17925.6348,244.709209750344,0,3283.4833404029996,8452.708354432143,46.222850730620536,63773,0.8705878819649214,291.52,585.0500000000001,0.667431009502949
35,Grand Plaza,Grand Plaza,4,4.5,4,10332.952919999998,193.80585415259958,243,1892.7128187387,3991.2161640000004,47.62569885212697,55220,1.0357116062720386,422.66,317.9,0.42926974181700334
36,Gympie Central,Gympie Central,4,5,4.5,4850.654399999999,342.7297675404507,0,888.5064930840001,1077.36168,76.16217056454461,7988,0.5644033067194234,127.74,178.95,0.5834882128533698
