Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
58,,102.0,General Disclosures,102-52,Reporting cycle,Dexus publishes its report annually.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
59,,102.0,General Disclosures,102-53,Contact point for questions regrading the report,dexus@linkmarketservices.com.au,,,,Dexus,2023.0,,,,Data pack,,193,,,,,,,,,,,,,,,,,,,
60,,102.0,General Disclosures,102-54,Claims of reporting in accordance with the GRI Standards,Dexus reports following the GRI Standards reporting guidelines.,,,,Dexus,2023.0,,,,Data pack,,29,,,,,,,,,,,,,,,,,,,
61,,102.0,General Disclosures,102-55,GRI content index,Dexus provided its GRI content index on a separate file.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
62,,102.0,General Disclosures,102-56,External assurance,PwC provided external assurance for Dexus' report.,,,,Dexus,2023.0,,,,Data pack,,174,,,,,,,,,,,,,,,,,,,
63,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,,Sustainability strategy,,,Dexus,2023.0,"Dexus acknowledges the impact that ESG-related risks and opportunities can have on the value of the assets it invests in and the financial success of its business. In 2023, Dexus refreshed its sustainability strategy. It focused on increased alignment with the Dexus strategy and evolved operations, including integrating AMP Capital funds and assets and the changing expectations of Dexus' stakeholders.",,,Data pack,,16,,"Sustainability strategy, stakeholder, ESG-related risk",17,"E, S, G",,,,,,,,,,,,,,,
64,,103.0,Management Approach,103-02,The management approach and its components,,Expanded funds management,,,Dexus,2023.0,"Dexus' expanded funds management platform offers a spectrum of investment products across real estate and infrastructure sectors, including pooled funds, listed funds, joint ventures or partnerships and real estate securities funds. Dexus' diverse capital base includes domestic and global institutional investors and a growing presence of retail and high-net-worth investors.",,,Data pack,,36,,"Expanded funds management, real estate, infrastructure",8,S,,,,,,,,,,,,,,,
65,,103.0,Management Approach,103-03,Evaluation of the management approach,,Employer of Choice for Gender Equality,,,Dexus,2023.0,"This year, integrating new employees into Dexus impacted its workforce profile, including gender diversity at all levels. Female representation in senior and executive management roles was 38.3% on 30 June 2023, representing a material increase from the prior year (36%). Dexus is an Employer of Choice for Gender Equality, and it remains focused on achieving gender balance at all levels of the organisation, including its senior leadership and Board, in the medium and long term.",,,Data pack,,55,,"Employer of Choice for Gender Equality, gender diversity, female representation","8, 10",S,,,,,,,,,,,,,,,
66,,103.0,Management Approach,103-03,Evaluation of the management approach,,Customer Net Promoter Score,,,Dexus,2023.0,Dexus surveys its customers each year to get feedback on its people and properties and better understand their evolving business needs. Dexus' Customer Net Promoter Score of +40 indicates that Dexus is effectively supporting and helping customers across its portfolio.\t,,,Data pack,,59,,"Customer Net Promoter Score, feedback, business needs",17,S,,,,,,,,,,,,,,,
67,,103.0,Management Approach,103-03,Evaluation of the management approach,,NABERS,,,Dexus,2023.0,"Dexus measures the operational performance of its assets via the NABERS Indoor Environment rating tool. It is a well-established program utilised by asset owners nationally to benchmark indoor environment quality across property portfolios. This year, Dexus achieved a group office portfolio weighted-average NABERS Indoor Environment rating of 4.8 stars, which aligns with its 5-star target by FY25.",,,Data pack,,59,,"NABERS, environment quality, asset","8, 17",S,,,,,,,,,,,,,,,
68,,103.0,Management Approach,103-03,Evaluation of the management approach,,WELL Standards,,,Dexus,2023.0,"Last year, Dexus committed 45 Dexus-owned and managed office assets to undertake the Health and Safety Rating as part of the International WELL Building Institute's Building Standards. This evidence-based standard supports the health and well-being of Dexus' customers. All the office assets submitted for a WELL Health and Safety rating were certified, with 39 assets remaining under Dexus ownership following divestments throughout the year.",,,Data pack,,59,,"Health and Safety Rating, WELL, asset","3, 17",S,,,,,,,,,,,,,,,
69,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,Dexus generated $848.4 million in revenues in 2023.,,,,Dexus,2023.0,,,,Data pack,,116,,,,,,,,,,,,,,,,,,,
70,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Scenario analysis,,,Dexus,2023.0,Dexus uses scenario analysis to understand the broad range of climate-related issues that may impact its business and focus on enhancing the resilience of its properties while implementing energy efficiency initiatives and renewable energy projects.,,,Data pack,,25,,"Scenario analysis, a climate-related issue, energy efficiency","7, 13",E,,,,,,,,,,,,,,,
71,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Green debt,,,Dexus,2023.0,"This year, Dexus supported a third-party capital investor in a Dexus-managed joint venture to establish a green debt facility for the capital partner that incorporates performance incentives linked to delivering sustainability target outcomes across the fund.",,,Data pack,,67,,"Green debt, capital investor, capital partner","8, 13","E, S",,,,,,,,,,,,,,,
72,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,GreenPower Buyers Group program,,,Dexus,2023.0,"This year, Dexus saw increased interest from customers looking to take action to reduce their carbon footprint. Dexus welcomed new members to its GreenPower Buyers Group program, which brings together like-minded customers with strong goals to collectively reduce greenhouse gas emissions and purchase renewable electricity for their premises.",,,Data pack,,67,,"GreenPower Buyers Group program, carbon footprint, renewable electricity","7, 8, 13","E, S",,,,,,,,,,,,,,,
73,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate resilience health check,,,Dexus,2023.0,"In FY23, Dexus conducted a health check of its climate resilience program to reflect on its progress against its Climate Resilience Strategy and its near-term objectives and prepare for Dexus' transition to reporting against the International Sustainability Standards Board reporting guidelines. The external review validated Dexus's sound foundation, robust governance approach, and strong progress on its decarbonisation and risk mitigation activities.",,,Data pack,,68,,"Health check, climate resilience program, Climate Resilience Strategy",13,E,,,,,,,,,,,,,,,
