Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
121,,305.0,Emissions,305-05,Reduction of GHG emissions,,Rooftop solar program,,,Dexus,2023.0,"Dexus continues to seek opportunities to increase renewable energy generation. This year, Dexus expanded its rooftop solar program across industrial properties to support customers to increase their renewable energy uptake and lower their carbon emissions. The Horizon 3023 Estate at Ravenhall in Victoria is a leading example of this partnership, where Dexus has worked with Scalzo, Amazon, Nike and HelloFresh to deploy over 4.43MW. 31% of the group's industrial portfolio has rooftop solar PV.",,,Data pack,,67,,"Rooftop solar program, renewable energy generation, carbon emission","7, 13",E,,,,,,,,,,,,,,,
122,,305.0,Emissions,305-05,Reduction of GHG emissions,,Electrification project,,,Dexus,2023.0,"Dexus completed its first major electrification project at GP Plus Healthcare Centre in Adelaide, which undertook a retrofit of its gas-powered air conditioning system with all-electric air conditioning units in combination with a rooftop solar array. The new, all-electric air conditioning will eliminate the release of direct greenhouse gas emissions. It will improve the system's reliability, while solar provides the added benefit of powering it from cost-effective, renewable electricity generated on-site.",,,Data pack,,67,,"Electrification project, air conditioning unit, greenhouse gas","7, 13",E,,,,,,,,,,,,,,,
123,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),,Renewable electricity supply agreement,,,Dexus,2023.0,"For incoming assets to the platform, Dexus' AMP Capital established renewable electricity supply agreements (for its east coast assets) with CS Energy in Queensland, Red Energy in NSW/ACT and SmartestEnergy in Victoria, which sees them transition to 100% clean energy from January 2023. The new agreements cover 20 major real estate assets managed by AMP Capital when the agreements were finalised in late 2022. These new supply contracts establish a long-term renewable energy offtake arrangement at preferential rates compared to the current market. It was achieved by leveraging the portfolio size and well-timed market engagement.\t",,,Data pack,,67,,"Renewable electricity supply agreement, clean energy, renewable energy offtake arrangement","7, 8, 13","E, S",,,,,,,,,,,,,,,
124,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",Dexus generated 24.5 tonnes of NOx emissions in 2023.,,,,Dexus,2023.0,,,,Data pack,,,,,,,,,,,,,,,,,,,,,
125,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,,Planet Ark,,,Dexus,2023.0,"Dexus's ongoing partnership with Planet Ark gives its customers access to several opt-in programs to support their recycling initiatives, such as Batteries 4 Planet Ark and BusinessRecycling Planet Ark. This year, Dexus promoted their Seedling Bank and National Tree Day to amplify their message.",,,Data pack,,63,,"Planet Ark, recycling, National Tree Day",12,E,,,,,,,,,,,,,,,
126,,306.0,Waste,306-02,Management of significant waste-related impacts,,Foodbank,,,Dexus,2023.0,"Every December, in the lead-up to Christmas, Dexus supports Foodbank, which works with front-line charities to feed vulnerable Australians. Non-perishable goods and donations are collected, with customers and staff donating over 870kgs of non-perishable items and raising over $6,600 in monetary donations.",,,Data pack,,63,,"Foodbank, charity, donation","2, 12","E, S",,,,,,,,,,,,,,,
127,,306.0,Waste,306-03,Waste generated,"Dexus generated 13,124 tonnes of waste in 2023.",,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
128,,306.0,Waste,306-04,Waste diverted from disposal,"Dexus recycled 5,109 tonnes of waste in 2023.",,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
129,,306.0,Waste,306-05,Waste directed to disposal,"Dexus directed 8,015 tonnes of waste to landfill in 2023.",,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
130,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,EcoVadis,,,Dexus,2023.0,Dexus partnered with EcoVadis this year to deploy its global supplier sustainability ratings methodology across its preferred suppliers. EcoVadis enables Dexus to proactively identify risks and opportunities within its supply chain via evidenced-based supplier scorecards.,,,Data pack,,61,,"EcoVadis, supplier sustainability rating, supplier scorecard","8, 12","E, S",,,,,,,,,,,,,,,
132,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,Fault detection analytics,,,Dexus,2023.0,"Dexus invested in fault detection analytics to optimise building operations daily, and this approach is also well established across the incoming AMP Capital assets. Dexus is preparing to embed analytics and data-driven maintenance further within upcoming mechanical works, which a new, centralised approach will support. It will standardise, simplify, and reduce the cost of building metrics together and position Dexus at the centre of Dexus' building data ecosystem.",,,Data pack,,68,,"Fault detection analytics, data-driven maintenance, data ecosystem","9, 12","E, S",,,,,,,,,,,,,,,
133,,401.0,Employment,401-01,New employee hires and employee turnover,Dexus hired 631 new employees in 2023.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
134,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,Flexibility at Dexus,,,Dexus,2023.0,"Flexibility at Dexus allows every employee to have a say in when, how, or where their work is performed. Dexus supports and encourages flexible work practices to increase personal well-being and employee engagement, improve team performance and motivation, maximise productivity, retain talent, and encourage an organisational culture of diversity and inclusion.",,,Data pack,,,4,"Flexibility at Dexus, flexible work, employee engagement",8,S,,,,,,,,,,,,,,,
135,,401.0,Employment,401-03,Parental leave,,Parental leave policy,,,Dexus,2023.0,Dexus continues to support its employees with young families and other caring responsibilities. Just under half of Dexus' people are parents or guardians of a child aged between 0 and 17 or act as a carer for someone. Dexus' parental leave policy entitlements support families by providing inclusive parental leave assistance for employees.,,,Data pack,,55,,"Parental leave policy, parent, guardian",8,S,,,,,,,,,,,,,,,
136,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,,Ownership interest,,,Dexus,2023.0,"As a part of the employment value proposition, Dexus' people are offered the opportunity to have an ownership interest in Dexus and, in doing so, promote a tangible link between the interests of employees, Dexus and its investors. All eligible employees are allocated several DXS securities with an aggregate equivalent cash value of $1,000 annually.",,,Data pack,,27,,"Ownership interest, employee value proposition, DXS security",8,S,,,,,,,,,,,,,,,
137,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Occupational Health and Safety Management System.,,,Dexus,2023.0,Dexus applies comprehensive work health and safety programs and enforces compliance requirements by site contractors and employees following Dexus's ISO 45001 certified Occupational Health and Safety Management System.,,,Data pack,,22,,"Occupational Health and Safety Management System, health and safety program, ISO 45001","3, 8",S,,,,,,,,,,,,,,,
138,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Business continuity management,,,Dexus,2023.0,"Dexus maintains a business continuity management framework to mitigate safety threats, including adopting plans relating to crisis management, business continuity and emergency management. Responsiveness at each Dexus-managed property is regularly tested through scenario exercises. Key performance indicators for reporting and resolving security issues are embedded into contractor agreements at Dexus-managed assets.",,,Data pack,,22,,"Business continuity management, crisis management, scenario exercise","3, 8",S,,,,,,,,,,,,,,,
139,,403.0,Occupational Health and Safety,403-03,Occupational health services,,Workplace health and safety program,,,Dexus,2023.0,"Dexus' comprehensive workplace health and safety program was re-certified this year under ISO 45001:2018, confirming its continued and comprehensive health and safety monitoring for its employees and workplaces. Dexus also engaged external consultants KPMG to conduct an internal audit of its well-being practices, with action items to be rolled out during FY24.",,,Data pack,,57,,"Workplace health and safety program, health and safety monitoring, internal audit","3, 8",S,,,,,,,,,,,,,,,
140,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,Safety Awards,,,Dexus,2023.0,"Every quarter at all-staff town hall events, Dexus celebrates safe work practices with its Safety Awards. An example of the recognition awarded this year includes the exceptional response to a code blue medical emergency by Dexus' Willows Shopping Centre management team and a partnership established with Mates in Construction, delivering suicide awareness training sessions at multiple industrial development sites.",,,Data pack,,57,,"Safety Award, code blue medical emergency, suicide awareness","3, 8",S,,,,,,,,,,,,,,,
141,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,"Work, Health, Safety & Environment training programs",,,Dexus,2023.0,"During the year, comprehensive Work, Health, Safety, & Environment training programs were diligently delivered across all departments, ensuring Dexus' workforce remains equipped with the necessary knowledge and skills to maintain a safe and good work environment. Dexus believes investing in Work, Health, Safety, & Environment training is essential in fostering a culture of safety and operational excellence.",,,Data pack,,57,,"Work, Health, Safety & Environment training programs, good work environment, culture of safety","3, 8",S,,,,,,,,,,,,,,,
142,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,Safe & Well program,,,Dexus,2023.0,"Dexus' Safe & Well program supports people's mental, physical, financial and work well-being. Safe & Well provides a breadth of resources designed to help Dexus' people develop and maintain a healthy level of well-being.",,,Data pack,,22,,"Safe & Well program, work well-being, mental well-being","3, 8",S,,,,,,,,,,,,,,,
143,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Hybrid working model,,,Dexus,2023.0,"Dexus' hybrid working model is driven by work requirements, empowering its people to make decisions about work time and location. Dexus' engagement survey results reported that 92% of employees agreed that their manager supported flexible working, and 83% of employees stated that they had found effective ways to collaborate while working flexibly.",,,Data pack,,57,,"Hybrid working model, engagement survey, flexible working","3, 8",S,,,,,,,,,,,,,,,
144,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,Contractor Work Health Safety,,,Dexus,2023.0,"Throughout the year, Dexus uses its on-site Contractor Work Health Safety sign-in system to engage directly with its suppliers' employees who attend Dexus properties. The integration with the sign-in system helped Dexus engage with more third-party contractors. It allowed them to 'give their voice' to matters they might observe within the supply chain, such as human rights issues. This widespread approach helps us validate representations from suppliers through their annual attestation of compliance with the Dexus Sustainable Procurement Policy and Supplier Code of Conduct.",,,Data pack,,61,,"Contractor Work Health Safety, sign-in system, third-party contractor","3, 8",S,,,,,,,,,,,,,,,
145,,403.0,Occupational Health and Safety,403-09,Work-related injuries,Dexus had eight cases of work-related injuries in 2023.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
146,,403.0,Occupational Health and Safety,403-10,Work-related ill health,Dexus had no cases of work-related ill health in 2023.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
147,,404.0,Training and Education,404-01,Average hours of training per year per employee,Dexus' average training hours in 2023 were 17 hours per male employee and 21 hours per female employee.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
