Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
21,,102.0,General Disclosures,102-21,"Consulting stakeholders on economic, environmental, and social topics",,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,,102.0,General Disclosures,102-22,Composition of the highest governance body and its committees,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
23,,102.0,General Disclosures,102-23,Chair of the highest governance body,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,,102.0,General Disclosures,102-24,Nominating and selecting the highest governance body,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,,102.0,General Disclosures,102-24,Nominating and selecting the highest governance body,,,Letter of appointment,,Dexus,2023.0,"At the time of appointment, each Non-Executive Director must sign a letter of appointment, which sets out the terms and conditions of the appointment. The letter outlines the term of office, requirements for independence, role and responsibilities. Executive Directors, senior executives and other members of the Group Management Committee are also required to enter into an employment agreement setting out their terms of employment.",,,,,,3,"Letter of appointment, Non-Executive Director, independence",16,G,,,,,,,,,,,,,,,
26,,102.0,General Disclosures,102-24,Nominating and selecting the highest governance body,,,Induction Program,,Dexus,2023.0,"The Induction Program for newly appointed directors is comprehensive. It includes familiarisation with structures, policies, legal documents and accounting matters, including the Corporate and Committee structure outline and the organisational charts providing details of business units.",,,,,,9,"Induction Program, director, organisational chart",16,G,,,,,,,,,,,,,,,
27,,102.0,General Disclosures,102-25,Conflicts of interest,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,,102.0,General Disclosures,102-25,Conflicts of interest,,,Independence assessment,,Dexus,2023.0,The Board regularly assesses the independence of its directors in light of interests disclosed to it and has determined that each Non-Executive Director has maintained independence throughout the year. Non-Executive Directors confirm ongoing independence at each Board meeting and advise the Chair of any matter that could compromise their independence (including the activities of close family and associates).,,,,,,9,"Independence, Non-Executive Director, close family",16,G,,,,,,,,,,,,,,,
29,,102.0,General Disclosures,102-25,Conflicts of interest,,,Conflicts of Interest and Related Party Transactions Policy,,Dexus,2023.0,"The group's Conflicts of Interest and Related Party Transactions Policy addresses the management of conflicts of interest and related party transactions that may arise. Where a conflict of interest is identified, the Compliance team liaises with the business representatives to ensure effective and timely management.",,,,,,12,"Conflicts of Interest and Related Party Transactions Policy, conflict of interest, business representative",16,G,,,,,,,,,,,,,,,
30,,102.0,General Disclosures,102-26,"Role of highest governance body in setting purpose, values, and strategy",,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,,102.0,General Disclosures,102-27,Collective knowledge of highest governance body,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,,102.0,General Disclosures,102-27,Collective knowledge of highest governance body,,,Director Forums,,Dexus,2023.0,"Director Forums are scheduled biannually where external experts present on key matters such as work health and safety, cyber security and regulatory updates. Directors are encouraged to suggest topics for presentation.",,,,,,10,"Director Forum, external expert, regulatory update","4, 16","S, G",,,,,,,,,,,,,,,
33,,102.0,General Disclosures,102-28,Evaluating the highest governance body's performance,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,,102.0,General Disclosures,102-28,Evaluating the highest governance body's performance,,,Performance evaluation program,,Dexus,2023.0,"The Board Nomination Committee oversees the Board performance evaluation program. The evaluation process looks at the performance of the Board and its committees. Individual director performance is also evaluated. Where feedback is sought on the performance of the Chair of the Board, results will be provided to the Chair of the People & Remuneration Committee.",,,,,,4,"Performance evaluation program, evaluation process, individual director",16,G,,,,,,,,,,,,,,,
35,,102.0,General Disclosures,102-29,"Identifying and managing economic, environmental, and social impacts",,Securities Trading Policy,,,Dexus,2023.0,Dexus' Securities Trading Policy applies to directors and employees who wish to trade in Dexus securities for themselves or on behalf of an associate. The policy requires any Director who wishes to trade in Dexus securities to obtain approval from the Chair and General Counsel.,,,Data pack,,,12,"Securities Trading Policy, employee, Dexus security",16,G,,,,,,,,,,,,,,,
36,,102.0,General Disclosures,102-30,Effectiveness of risk management processes,The ongoing effectiveness of the Risk Management Framework is reported every quarter to the Corporate Executive Committee and Board Risk Committee.,,,,Dexus,2023.0,,,,Data pack,,,17,,,,,,,,,,,,,,,,,,
